field	covariate
ANTHROPOLOGY	3.426118936250525
ARCHAEOLOGY	3.716015069960855
ART HISTORY	2.6447176270264854
ASTRONOMY	2.8104705704713955
BIOCHEMISTRY	2.6544328073195986
CHEMISTRY	4.3945906629036395
CLASSICS	4.972939252228744
COMMUNIC	2.99980072825007
COMP LIT	3.3498362795372816
COMP SCI	2.546048375922868
EARTH SCI	2.7220754279269803
ECONOMICS	2.9436909897905075
EDUCATION	3.2871647593394218
ENGINEERING	3.235232024319221
ENGLISH LIT	4.78364350096454
EVOLUTION BIO	3.5328569911717573
HISTORY	4.697516997585508
LINGUISTICS	4.520789249027231
MATH	4.832588388703936
MID EAST STUD	2.2249512229615918
MOLEC BIO	4.5386470684841225
MUS TH & COM	3.507907214501937
NEUROSCI	2.5437755456541327
PHILOSOPHY	2.220675810297606
PHYSICS	2.5629244918296914
POLITICAL SCI	3.3592130582685638
PSYCHOLOGY	4.93473934275851
SOCIOLOLOGY	4.184727743536319
SPANISH LIT	2.9521046619784905
STATISTICS	3.0420934169318956
