field	covariate
ANTHROPOLOGY	4.13386206587348
ARCHAEOLOGY	2.595573752887015
ART HISTORY	2.012902226137304
ASTRONOMY	2.1706547796090043
BIOCHEMISTRY	2.080900548965856
CHEMISTRY	3.9174487685527315
CLASSICS	3.533021664162104
COMMUNIC	2.8929969506974507
COMP LIT	3.0893840742458503
COMP SCI	4.4742505830903525
EARTH SCI	3.281590439104824
ECONOMICS	3.8010559979369094
EDUCATION	2.474346396969785
ENGINEERING	2.185698753419546
ENGLISH LIT	4.662302554384274
EVOLUTION BIO	2.6621021860890526
HISTORY	3.9514919554264063
LINGUISTICS	4.701971653193752
MATH	4.72769253780856
MID EAST STUD	2.6663555824940874
MOLEC BIO	3.3928092148770213
MUS TH & COM	3.8968452792415817
NEUROSCI	4.637906068674454
PHILOSOPHY	2.358688016602695
PHYSICS	3.0707546574105846
POLITICAL SCI	4.682611254697755
PSYCHOLOGY	3.5273057668413923
SOCIOLOLOGY	3.7615789320038022
SPANISH LIT	2.3558016715298216
STATISTICS	2.989618361406344
