field	covariate
ANTHROPOLOGY	3.9791266505806036
ARCHAEOLOGY	4.170458220297021
ART HISTORY	2.4035733469292238
ASTRONOMY	4.738482314664315
BIOCHEMISTRY	3.760512045075733
CHEMISTRY	4.139648015923192
CLASSICS	4.8489009364266025
COMMUNIC	3.8560779109953134
COMP LIT	2.4056823092762856
COMP SCI	4.406540132324821
EARTH SCI	4.1832779253613275
ECONOMICS	2.6852016932378406
EDUCATION	2.743403179998028
ENGINEERING	4.872541971219979
ENGLISH LIT	4.902130027660985
EVOLUTION BIO	2.1328627503827455
HISTORY	3.464376997693207
LINGUISTICS	3.886666347381888
MATH	3.305561026360876
MID EAST STUD	3.489428742524913
MOLEC BIO	2.266934725852612
MUS TH & COM	2.9735033839456673
NEUROSCI	4.401458627438232
PHILOSOPHY	2.287193888954594
PHYSICS	3.9370865911466177
POLITICAL SCI	3.0425090914456456
PSYCHOLOGY	3.8473579538199254
SOCIOLOLOGY	4.8101709747531185
SPANISH LIT	2.4355170535408677
STATISTICS	3.328146668043841
