field	covariate
ANTHROPOLOGY	2.930647173100926
ARCHAEOLOGY	3.632959985182728
ART HISTORY	2.8985755351543077
ASTRONOMY	4.926017670564216
BIOCHEMISTRY	3.343140187551816
CHEMISTRY	4.280909850151042
CLASSICS	4.069981134752428
COMMUNIC	3.3812022564438493
COMP LIT	2.9709124577342974
COMP SCI	2.7562738239842
EARTH SCI	4.524080751794012
ECONOMICS	2.4355214786713923
EDUCATION	4.778443972181577
ENGINEERING	3.0240781436510207
ENGLISH LIT	4.864733606378731
EVOLUTION BIO	4.121534745143711
HISTORY	4.9995377114637
LINGUISTICS	2.1450216520219856
MATH	4.9183988429764955
MID EAST STUD	2.09664572145686
MOLEC BIO	4.665847375333095
MUS TH & COM	3.7869477240037543
NEUROSCI	2.0152008601796227
PHILOSOPHY	2.1926395115773376
PHYSICS	2.5560669624486976
POLITICAL SCI	4.282057720311852
PSYCHOLOGY	4.80576398691866
SOCIOLOLOGY	4.090826560627591
SPANISH LIT	3.8286361631631296
STATISTICS	4.464825460080385
