field	covariate
ANTHROPOLOGY	2.602367560194682
ARCHAEOLOGY	2.7154182985195265
ART HISTORY	2.8323269495147816
ASTRONOMY	2.5970349254485767
BIOCHEMISTRY	2.2135233039903843
CHEMISTRY	2.900893190382736
CLASSICS	3.1188997871865984
COMMUNIC	4.776017991842846
COMP LIT	4.0676392285553895
COMP SCI	2.9642337696128918
EARTH SCI	2.476896956526264
ECONOMICS	3.4745738630018446
EDUCATION	2.7797398423409345
ENGINEERING	2.0628739912609824
ENGLISH LIT	3.399275945550216
EVOLUTION BIO	2.106427762865737
HISTORY	3.4225221616408485
LINGUISTICS	3.1858608484337414
MATH	2.1460399564816357
MID EAST STUD	2.980717984985337
MOLEC BIO	4.245278505754456
MUS TH & COM	2.4865779221765454
NEUROSCI	3.9253201629762757
PHILOSOPHY	4.707211802019769
PHYSICS	4.148485095853288
POLITICAL SCI	4.654946604110078
PSYCHOLOGY	3.8431267602571104
SOCIOLOLOGY	3.501219559998071
SPANISH LIT	4.669663020451434
STATISTICS	4.362182266083851
