field	covariate
ANTHROPOLOGY	3.271308257319427
ARCHAEOLOGY	2.5440543885455016
ART HISTORY	4.056389406223959
ASTRONOMY	3.9486554253440094
BIOCHEMISTRY	3.152441781868976
CHEMISTRY	3.23612403814126
CLASSICS	4.443999573285161
COMMUNIC	4.133079265070498
COMP LIT	3.313860352766529
COMP SCI	4.8167386540251265
EARTH SCI	2.0693471135452226
ECONOMICS	4.857199313907952
EDUCATION	4.057716997129156
ENGINEERING	2.284778627887801
ENGLISH LIT	3.517234499155476
EVOLUTION BIO	2.4171462988216224
HISTORY	3.359494411327112
LINGUISTICS	2.0815193250900585
MATH	2.5300417816552763
MID EAST STUD	2.278287300587283
MOLEC BIO	3.2382562765359726
MUS TH & COM	4.1245589093789015
NEUROSCI	3.145217862254888
PHILOSOPHY	2.1426746402268178
PHYSICS	3.171068354301806
POLITICAL SCI	3.5331566184284657
PSYCHOLOGY	4.765377480555504
SOCIOLOLOGY	2.80137984573825
SPANISH LIT	3.957152420910237
STATISTICS	4.520242170797649
