from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	3	7
ANTHROPOLOGY	ARCHAEOLOGY	16	412
ANTHROPOLOGY	ART HISTORY	13	48
ANTHROPOLOGY	ASTRONOMY	14	34
ANTHROPOLOGY	BIOCHEMISTRY	47	651
ANTHROPOLOGY	CHEMISTRY	15	101
ANTHROPOLOGY	CLASSICS	145	174
ANTHROPOLOGY	COMMUNIC	22	256
ANTHROPOLOGY	COMP LIT	72	39
ANTHROPOLOGY	COMP SCI	0	1
ANTHROPOLOGY	EARTH SCI	150	75
ANTHROPOLOGY	ECONOMICS	48	192
ANTHROPOLOGY	EDUCATION	2	15
ANTHROPOLOGY	ENGINEERING	34	295
ANTHROPOLOGY	ENGLISH LIT	21	387
ANTHROPOLOGY	EVOLUTION BIO	0	0
ANTHROPOLOGY	HISTORY	105	592
ANTHROPOLOGY	LINGUISTICS	9	11
ANTHROPOLOGY	MATH	27	42
ANTHROPOLOGY	MID EAST STUD	53	73
ANTHROPOLOGY	MOLEC BIO	164	90
ANTHROPOLOGY	MUS TH & COM	1	12
ANTHROPOLOGY	NEUROSCI	2	17
ANTHROPOLOGY	PHILOSOPHY	23	60
ANTHROPOLOGY	PHYSICS	0	44
ANTHROPOLOGY	POLITICAL SCI	1	25
ANTHROPOLOGY	PSYCHOLOGY	9	105
ANTHROPOLOGY	SOCIOLOLOGY	3	40
ANTHROPOLOGY	SPANISH LIT	2	162
ANTHROPOLOGY	STATISTICS	61	245
ARCHAEOLOGY	ANTHROPOLOGY	228	200
ARCHAEOLOGY	ARCHAEOLOGY	93	194
ARCHAEOLOGY	ART HISTORY	53	58
ARCHAEOLOGY	ASTRONOMY	37	41
ARCHAEOLOGY	BIOCHEMISTRY	25	16
ARCHAEOLOGY	CHEMISTRY	179	261
ARCHAEOLOGY	CLASSICS	14	10
ARCHAEOLOGY	COMMUNIC	9	13
ARCHAEOLOGY	COMP LIT	130	49
ARCHAEOLOGY	COMP SCI	152	66
ARCHAEOLOGY	EARTH SCI	35	103
ARCHAEOLOGY	ECONOMICS	2	5
ARCHAEOLOGY	EDUCATION	202	120
ARCHAEOLOGY	ENGINEERING	81	165
ARCHAEOLOGY	ENGLISH LIT	34	107
ARCHAEOLOGY	EVOLUTION BIO	281	286
ARCHAEOLOGY	HISTORY	9	5
ARCHAEOLOGY	LINGUISTICS	378	176
ARCHAEOLOGY	MATH	28	116
ARCHAEOLOGY	MID EAST STUD	164	73
ARCHAEOLOGY	MOLEC BIO	20	35
ARCHAEOLOGY	MUS TH & COM	63	13
ARCHAEOLOGY	NEUROSCI	32	45
ARCHAEOLOGY	PHILOSOPHY	27	26
ARCHAEOLOGY	PHYSICS	178	166
ARCHAEOLOGY	POLITICAL SCI	140	157
ARCHAEOLOGY	PSYCHOLOGY	169	50
ARCHAEOLOGY	SOCIOLOLOGY	179	43
ARCHAEOLOGY	SPANISH LIT	21	156
