from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	9	258
ANTHROPOLOGY	ARCHAEOLOGY	15	80
ANTHROPOLOGY	ART HISTORY	14	25
ANTHROPOLOGY	ASTRONOMY	36	220
ANTHROPOLOGY	BIOCHEMISTRY	169	1412
ANTHROPOLOGY	CHEMISTRY	2	49
ANTHROPOLOGY	CLASSICS	3	35
ANTHROPOLOGY	COMMUNIC	61	190
ANTHROPOLOGY	COMP LIT	0	41
ANTHROPOLOGY	COMP SCI	2	16
ANTHROPOLOGY	EARTH SCI	13	18
ANTHROPOLOGY	ECONOMICS	4	108
ANTHROPOLOGY	EDUCATION	82	259
ANTHROPOLOGY	ENGINEERING	0	12
ANTHROPOLOGY	ENGLISH LIT	27	49
ANTHROPOLOGY	EVOLUTION BIO	140	487
ANTHROPOLOGY	HISTORY	14	64
ANTHROPOLOGY	LINGUISTICS	6	105
ANTHROPOLOGY	MATH	1	0
ANTHROPOLOGY	MID EAST STUD	6	31
ANTHROPOLOGY	MOLEC BIO	71	68
ANTHROPOLOGY	MUS TH & COM	48	99
ANTHROPOLOGY	NEUROSCI	1	2
ANTHROPOLOGY	PHILOSOPHY	0	21
ANTHROPOLOGY	PHYSICS	21	176
ANTHROPOLOGY	POLITICAL SCI	93	155
ANTHROPOLOGY	PSYCHOLOGY	2	133
ANTHROPOLOGY	SOCIOLOLOGY	4	23
ANTHROPOLOGY	SPANISH LIT	142	224
ANTHROPOLOGY	STATISTICS	4	23
ARCHAEOLOGY	ANTHROPOLOGY	25	75
ARCHAEOLOGY	ARCHAEOLOGY	21	63
ARCHAEOLOGY	ART HISTORY	18	87
ARCHAEOLOGY	ASTRONOMY	6	19
ARCHAEOLOGY	BIOCHEMISTRY	3	8
ARCHAEOLOGY	CHEMISTRY	66	74
ARCHAEOLOGY	CLASSICS	64	352
ARCHAEOLOGY	COMMUNIC	48	24
ARCHAEOLOGY	COMP LIT	35	61
ARCHAEOLOGY	COMP SCI	72	58
ARCHAEOLOGY	EARTH SCI	146	57
ARCHAEOLOGY	ECONOMICS	55	45
ARCHAEOLOGY	EDUCATION	142	111
ARCHAEOLOGY	ENGINEERING	59	18
ARCHAEOLOGY	ENGLISH LIT	19	22
ARCHAEOLOGY	EVOLUTION BIO	58	99
ARCHAEOLOGY	HISTORY	7	4
ARCHAEOLOGY	LINGUISTICS	1	1
ARCHAEOLOGY	MATH	97	60
ARCHAEOLOGY	MID EAST STUD	7	31
ARCHAEOLOGY	MOLEC BIO	52	1
ARCHAEOLOGY	MUS TH & COM	27	28
ARCHAEOLOGY	NEUROSCI	1	33
ARCHAEOLOGY	PHILOSOPHY	86	56
ARCHAEOLOGY	PHYSICS	26	123
ARCHAEOLOGY	POLITICAL SCI	13	3
ARCHAEOLOGY	PSYCHOLOGY	152	66
ARCHAEOLOGY	SOCIOLOLOGY	294	285
ARCHAEOLOGY	SPANISH LIT	9	3
ARCHAEOLOGY	STATISTICS	373	325
ART HISTORY	ANTHROPOLOGY	24	76
ART HISTORY	ARCHAEOLOGY	4	18
ART HISTORY	ART HISTORY	20	17
