field	covariate
ANTHROPOLOGY	2.231541965677993
ARCHAEOLOGY	2.257999446310177
ART HISTORY	4.315480538165432
ASTRONOMY	3.9452803354928943
BIOCHEMISTRY	2.605138473293921
CHEMISTRY	3.7219138339327165
CLASSICS	2.7553473326141202
COMMUNIC	3.9935794375254234
COMP LIT	4.726346382746187
COMP SCI	4.283394831461814
EARTH SCI	4.558996025334414
ECONOMICS	3.140047244357348
EDUCATION	3.823484915797762
ENGINEERING	4.076944416969145
ENGLISH LIT	4.330860680750111
EVOLUTION BIO	4.196496909340032
HISTORY	2.6688801718169524
LINGUISTICS	2.5194529085644874
MATH	4.420796254567998
MID EAST STUD	2.2004312980053777
MOLEC BIO	2.2166359470167345
MUS TH & COM	2.2983141756304684
NEUROSCI	4.712428544430083
PHILOSOPHY	2.2653930923112755
PHYSICS	2.4367491844968896
POLITICAL SCI	2.8042997012172886
PSYCHOLOGY	2.227394084685051
SOCIOLOLOGY	2.210898223256942
SPANISH LIT	2.634142583462585
STATISTICS	3.115303740278817
