field	covariate
ANTHROPOLOGY	2.3655029197046193
ARCHAEOLOGY	3.2913804138789193
ART HISTORY	4.414355461840999
ASTRONOMY	4.847721548152739
BIOCHEMISTRY	2.7891075364459827
CHEMISTRY	2.2862613796784688
CLASSICS	2.317047989303423
COMMUNIC	4.672202977006946
COMP LIT	3.2958257866599623
COMP SCI	2.3155675941256115
EARTH SCI	4.0103688276216065
ECONOMICS	3.7231590628001525
EDUCATION	2.7016657062027405
ENGINEERING	3.4669468374858425
ENGLISH LIT	2.6486444021266693
EVOLUTION BIO	3.695139315933248
HISTORY	3.77939583335847
LINGUISTICS	3.49669768854901
MATH	4.085878034390417
MID EAST STUD	3.339413940413414
MOLEC BIO	4.616123692184864
MUS TH & COM	3.640727621768341
NEUROSCI	2.59547551227453
PHILOSOPHY	4.512563233390187
PHYSICS	4.261633075532782
POLITICAL SCI	2.1623419209680232
PSYCHOLOGY	3.395223212512242
SOCIOLOLOGY	3.570543500786151
SPANISH LIT	4.354283815911849
STATISTICS	4.476613025607087
