from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	10	39
ANTHROPOLOGY	ARCHAEOLOGY	5	43
ANTHROPOLOGY	ART HISTORY	0	255
ANTHROPOLOGY	ASTRONOMY	0	35
ANTHROPOLOGY	BIOCHEMISTRY	1	14
ANTHROPOLOGY	CHEMISTRY	11	28
ANTHROPOLOGY	CLASSICS	8	26
ANTHROPOLOGY	COMMUNIC	0	0
ANTHROPOLOGY	COMP LIT	26	138
ANTHROPOLOGY	COMP SCI	64	337
ANTHROPOLOGY	EARTH SCI	114	240
ANTHROPOLOGY	ECONOMICS	20	145
ANTHROPOLOGY	EDUCATION	7	8
ANTHROPOLOGY	ENGINEERING	172	301
ANTHROPOLOGY	ENGLISH LIT	0	47
ANTHROPOLOGY	EVOLUTION BIO	0	12
ANTHROPOLOGY	HISTORY	66	324
ANTHROPOLOGY	LINGUISTICS	126	269
ANTHROPOLOGY	MATH	75	302
ANTHROPOLOGY	MID EAST STUD	32	73
ANTHROPOLOGY	MOLEC BIO	42	202
ANTHROPOLOGY	MUS TH & COM	0	3
ANTHROPOLOGY	NEUROSCI	21	75
ANTHROPOLOGY	PHILOSOPHY	0	3
ANTHROPOLOGY	PHYSICS	36	53
ANTHROPOLOGY	POLITICAL SCI	0	8
ANTHROPOLOGY	PSYCHOLOGY	2	2
ANTHROPOLOGY	SOCIOLOLOGY	30	118
ANTHROPOLOGY	SPANISH LIT	1	0
ANTHROPOLOGY	STATISTICS	7	37
ARCHAEOLOGY	ANTHROPOLOGY	113	30
ARCHAEOLOGY	ARCHAEOLOGY	25	10
ARCHAEOLOGY	ART HISTORY	27	69
ARCHAEOLOGY	ASTRONOMY	415	286
ARCHAEOLOGY	BIOCHEMISTRY	290	49
ARCHAEOLOGY	CHEMISTRY	4	0
ARCHAEOLOGY	CLASSICS	7	45
ARCHAEOLOGY	COMMUNIC	12	30
ARCHAEOLOGY	COMP LIT	7	4
ARCHAEOLOGY	COMP SCI	12	17
ARCHAEOLOGY	EARTH SCI	0	2
ARCHAEOLOGY	ECONOMICS	238	50
ARCHAEOLOGY	EDUCATION	25	9
ARCHAEOLOGY	ENGINEERING	9	36
ARCHAEOLOGY	ENGLISH LIT	81	53
ARCHAEOLOGY	EVOLUTION BIO	78	124
ARCHAEOLOGY	HISTORY	7	21
ARCHAEOLOGY	LINGUISTICS	6	67
ARCHAEOLOGY	MATH	47	44
ARCHAEOLOGY	MID EAST STUD	14	24
ARCHAEOLOGY	MOLEC BIO	129	168
ARCHAEOLOGY	MUS TH & COM	20	9
ARCHAEOLOGY	NEUROSCI	1	0
ARCHAEOLOGY	PHILOSOPHY	51	96
ARCHAEOLOGY	PHYSICS	9	59
ARCHAEOLOGY	POLITICAL SCI	0	0
ARCHAEOLOGY	PSYCHOLOGY	17	1
ARCHAEOLOGY	SOCIOLOLOGY	44	19
ARCHAEOLOGY	SPANISH LIT	2	10
ARCHAEOLOGY	STATISTICS	181	31
ART HISTORY	ANTHROPOLOGY	39	255
ART HISTORY	ARCHAEOLOGY	36	121
ART HISTORY	ART HISTORY	2	28
ART HISTORY	ASTRONOMY	1	1
ART HISTORY	BIOCHEMISTRY	28	80
ART HISTORY	CHEMISTRY	80	85
ART HISTORY	CLASSICS	1	58
ART HISTORY	COMMUNIC	11	418
ART HISTORY	COMP LIT	209	278
ART HISTORY	COMP SCI	4	16
ART HISTORY	EARTH SCI	21	13
ART HISTORY	ECONOMICS	30	61
ART HISTORY	EDUCATION	25	177
ART HISTORY	ENGINEERING	29	107
ART HISTORY	ENGLISH LIT	6	18
ART HISTORY	EVOLUTION BIO	0	7
ART HISTORY	HISTORY	12	77
ART HISTORY	LINGUISTICS	1	5
ART HISTORY	MATH	14	27
ART HISTORY	MID EAST STUD	7	149
ART HISTORY	MOLEC BIO	0	13
ART HISTORY	MUS TH & COM	5	15
ART HISTORY	NEUROSCI	5	32
ART HISTORY	PHILOSOPHY	5	27
ART HISTORY	PHYSICS	18	34
ART HISTORY	POLITICAL SCI	0	1
ART HISTORY	PSYCHOLOGY	1	11
ART HISTORY	SOCIOLOLOGY	152	64
