from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	7	45
ANTHROPOLOGY	ARCHAEOLOGY	15	46
ANTHROPOLOGY	ART HISTORY	3	3
ANTHROPOLOGY	ASTRONOMY	0	2
ANTHROPOLOGY	BIOCHEMISTRY	16	35
ANTHROPOLOGY	CHEMISTRY	8	26
ANTHROPOLOGY	CLASSICS	34	294
ANTHROPOLOGY	COMMUNIC	0	4
ANTHROPOLOGY	COMP LIT	3	13
ANTHROPOLOGY	COMP SCI	73	268
ANTHROPOLOGY	EARTH SCI	64	272
ANTHROPOLOGY	ECONOMICS	8	12
ANTHROPOLOGY	EDUCATION	20	39
ANTHROPOLOGY	ENGINEERING	1	15
ANTHROPOLOGY	ENGLISH LIT	0	20
ANTHROPOLOGY	EVOLUTION BIO	292	105
ANTHROPOLOGY	HISTORY	26	26
ANTHROPOLOGY	LINGUISTICS	0	1
ANTHROPOLOGY	MATH	68	27
ANTHROPOLOGY	MID EAST STUD	243	158
ANTHROPOLOGY	MOLEC BIO	12	513
ANTHROPOLOGY	MUS TH & COM	86	373
ANTHROPOLOGY	NEUROSCI	6	67
ANTHROPOLOGY	PHILOSOPHY	87	112
ANTHROPOLOGY	PHYSICS	5	90
ANTHROPOLOGY	POLITICAL SCI	53	103
ANTHROPOLOGY	PSYCHOLOGY	2	42
ANTHROPOLOGY	SOCIOLOLOGY	21	79
ANTHROPOLOGY	SPANISH LIT	24	88
ANTHROPOLOGY	STATISTICS	66	128
ARCHAEOLOGY	ANTHROPOLOGY	28	57
ARCHAEOLOGY	ARCHAEOLOGY	3	10
ARCHAEOLOGY	ART HISTORY	249	108
ARCHAEOLOGY	ASTRONOMY	31	109
ARCHAEOLOGY	BIOCHEMISTRY	84	110
ARCHAEOLOGY	CHEMISTRY	5	12
ARCHAEOLOGY	CLASSICS	31	106
ARCHAEOLOGY	COMMUNIC	24	14
ARCHAEOLOGY	COMP LIT	122	166
ARCHAEOLOGY	COMP SCI	12	48
ARCHAEOLOGY	EARTH SCI	17	173
ARCHAEOLOGY	ECONOMICS	182	77
ARCHAEOLOGY	EDUCATION	7	14
ARCHAEOLOGY	ENGINEERING	1	10
ARCHAEOLOGY	ENGLISH LIT	3	85
ARCHAEOLOGY	EVOLUTION BIO	215	54
ARCHAEOLOGY	HISTORY	120	352
ARCHAEOLOGY	LINGUISTICS	4	14
ARCHAEOLOGY	MATH	62	1012
ARCHAEOLOGY	MID EAST STUD	19	5
ARCHAEOLOGY	MOLEC BIO	7	5
ARCHAEOLOGY	MUS TH & COM	11	29
ARCHAEOLOGY	NEUROSCI	30	57
ARCHAEOLOGY	PHILOSOPHY	61	151
ARCHAEOLOGY	PHYSICS	292	163
ARCHAEOLOGY	POLITICAL SCI	347	527
ARCHAEOLOGY	PSYCHOLOGY	73	97
ARCHAEOLOGY	SOCIOLOLOGY	36	116
ARCHAEOLOGY	SPANISH LIT	26	42
ARCHAEOLOGY	STATISTICS	7	10
ART HISTORY	ANTHROPOLOGY	92	212
ART HISTORY	ARCHAEOLOGY	15	134
ART HISTORY	ART HISTORY	3	21
ART HISTORY	ASTRONOMY	168	167
ART HISTORY	BIOCHEMISTRY	3	4
ART HISTORY	CHEMISTRY	73	159
ART HISTORY	CLASSICS	2	15
ART HISTORY	COMMUNIC	19	281
ART HISTORY	COMP LIT	9	99
ART HISTORY	COMP SCI	41	107
ART HISTORY	EARTH SCI	4	185
ART HISTORY	ECONOMICS	128	369
ART HISTORY	EDUCATION	10	11
ART HISTORY	ENGINEERING	83	507
ART HISTORY	ENGLISH LIT	36	200
ART HISTORY	EVOLUTION BIO	11	40
ART HISTORY	HISTORY	0	40
ART HISTORY	LINGUISTICS	1	0
ART HISTORY	MATH	18	108
ART HISTORY	MID EAST STUD	78	254
ART HISTORY	MOLEC BIO	4	63
ART HISTORY	MUS TH & COM	81	136
ART HISTORY	NEUROSCI	0	15
ART HISTORY	PHILOSOPHY	1	0
ART HISTORY	PHYSICS	7	97
ART HISTORY	POLITICAL SCI	103	190
ART HISTORY	PSYCHOLOGY	12	72
ART HISTORY	SOCIOLOLOGY	3	2
ART HISTORY	SPANISH LIT	108	518
ART HISTORY	STATISTICS	3	137
ASTRONOMY	ANTHROPOLOGY	1	1
ASTRONOMY	ARCHAEOLOGY	0	1
ASTRONOMY	ART HISTORY	15	33
ASTRONOMY	ASTRONOMY	2	0
ASTRONOMY	BIOCHEMISTRY	70	109
ASTRONOMY	CHEMISTRY	146	162
ASTRONOMY	CLASSICS	15	32
ASTRONOMY	COMMUNIC	18	76
ASTRONOMY	COMP LIT	25	134
ASTRONOMY	COMP SCI	0	3
ASTRONOMY	EARTH SCI	543	1063
ASTRONOMY	ECONOMICS	32	29
ASTRONOMY	EDUCATION	64	356
ASTRONOMY	ENGINEERING	47	422
ASTRONOMY	ENGLISH LIT	2	45
ASTRONOMY	EVOLUTION BIO	235	169
ASTRONOMY	HISTORY	48	46
ASTRONOMY	LINGUISTICS	19	59
ASTRONOMY	MATH	8	52
ASTRONOMY	MID EAST STUD	36	22
ASTRONOMY	MOLEC BIO	21	85
ASTRONOMY	MUS TH & COM	70	34
