from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	0	1
ANTHROPOLOGY	ARCHAEOLOGY	2	75
ANTHROPOLOGY	ART HISTORY	40	396
ANTHROPOLOGY	ASTRONOMY	5	19
ANTHROPOLOGY	BIOCHEMISTRY	9	17
ANTHROPOLOGY	CHEMISTRY	5	136
ANTHROPOLOGY	CLASSICS	6	496
ANTHROPOLOGY	COMMUNIC	9	48
ANTHROPOLOGY	COMP LIT	2	96
ANTHROPOLOGY	COMP SCI	7	37
ANTHROPOLOGY	EARTH SCI	5	18
ANTHROPOLOGY	ECONOMICS	37	294
ANTHROPOLOGY	EDUCATION	5	111
ANTHROPOLOGY	ENGINEERING	4	0
ANTHROPOLOGY	ENGLISH LIT	14	54
ANTHROPOLOGY	EVOLUTION BIO	1	13
ANTHROPOLOGY	HISTORY	88	202
ANTHROPOLOGY	LINGUISTICS	3	18
ANTHROPOLOGY	MATH	43	258
ANTHROPOLOGY	MID EAST STUD	0	2
ANTHROPOLOGY	MOLEC BIO	0	11
ANTHROPOLOGY	MUS TH & COM	52	125
ANTHROPOLOGY	NEUROSCI	8	53
ANTHROPOLOGY	PHILOSOPHY	1	19
ANTHROPOLOGY	PHYSICS	40	228
ANTHROPOLOGY	POLITICAL SCI	2	12
ANTHROPOLOGY	PSYCHOLOGY	2	61
ANTHROPOLOGY	SOCIOLOLOGY	3	13
ANTHROPOLOGY	SPANISH LIT	2	13
ANTHROPOLOGY	STATISTICS	15	39
ARCHAEOLOGY	ANTHROPOLOGY	2	7
ARCHAEOLOGY	ARCHAEOLOGY	17	137
ARCHAEOLOGY	ART HISTORY	7	40
ARCHAEOLOGY	ASTRONOMY	1	39
ARCHAEOLOGY	BIOCHEMISTRY	5	19
ARCHAEOLOGY	CHEMISTRY	14	173
ARCHAEOLOGY	CLASSICS	11	122
ARCHAEOLOGY	COMMUNIC	0	31
ARCHAEOLOGY	COMP LIT	48	109
ARCHAEOLOGY	COMP SCI	15	59
ARCHAEOLOGY	EARTH SCI	41	9
ARCHAEOLOGY	ECONOMICS	708	342
ARCHAEOLOGY	EDUCATION	54	50
ARCHAEOLOGY	ENGINEERING	4	5
ARCHAEOLOGY	ENGLISH LIT	7	4
ARCHAEOLOGY	EVOLUTION BIO	174	180
ARCHAEOLOGY	HISTORY	44	149
ARCHAEOLOGY	LINGUISTICS	68	53
ARCHAEOLOGY	MATH	385	178
ARCHAEOLOGY	MID EAST STUD	17	17
ARCHAEOLOGY	MOLEC BIO	52	84
ARCHAEOLOGY	MUS TH & COM	11	57
ARCHAEOLOGY	NEUROSCI	163	668
ARCHAEOLOGY	PHILOSOPHY	1	10
ARCHAEOLOGY	PHYSICS	320	321
ARCHAEOLOGY	POLITICAL SCI	0	1
ARCHAEOLOGY	PSYCHOLOGY	33	149
ARCHAEOLOGY	SOCIOLOLOGY	418	584
ARCHAEOLOGY	SPANISH LIT	185	85
ARCHAEOLOGY	STATISTICS	14	14
ART HISTORY	ANTHROPOLOGY	196	140
ART HISTORY	ARCHAEOLOGY	3	7
ART HISTORY	ART HISTORY	103	819
ART HISTORY	ASTRONOMY	854	289
ART HISTORY	BIOCHEMISTRY	6	12
ART HISTORY	CHEMISTRY	100	941
ART HISTORY	CLASSICS	28	56
ART HISTORY	COMMUNIC	98	513
ART HISTORY	COMP LIT	68	152
ART HISTORY	COMP SCI	13	89
ART HISTORY	EARTH SCI	85	100
ART HISTORY	ECONOMICS	25	35
ART HISTORY	EDUCATION	35	275
ART HISTORY	ENGINEERING	16	146
ART HISTORY	ENGLISH LIT	12	226
ART HISTORY	EVOLUTION BIO	41	35
ART HISTORY	HISTORY	81	471
ART HISTORY	LINGUISTICS	6	6
ART HISTORY	MATH	15	164
ART HISTORY	MID EAST STUD	12	1
ART HISTORY	MOLEC BIO	17	14
ART HISTORY	MUS TH & COM	4	16
ART HISTORY	NEUROSCI	8	82
ART HISTORY	PHILOSOPHY	44	344
ART HISTORY	PHYSICS	58	490
ART HISTORY	POLITICAL SCI	109	45
ART HISTORY	PSYCHOLOGY	24	192
ART HISTORY	SOCIOLOLOGY	297	95
ART HISTORY	SPANISH LIT	115	54
ART HISTORY	STATISTICS	604	324
ASTRONOMY	ANTHROPOLOGY	19	14
ASTRONOMY	ARCHAEOLOGY	15	116
ASTRONOMY	ART HISTORY	22	141
ASTRONOMY	ASTRONOMY	1	2
ASTRONOMY	BIOCHEMISTRY	10	26
ASTRONOMY	CHEMISTRY	17	26
ASTRONOMY	CLASSICS	45	24
ASTRONOMY	COMMUNIC	0	0
ASTRONOMY	COMP LIT	54	382
ASTRONOMY	COMP SCI	5	56
ASTRONOMY	EARTH SCI	0	0
ASTRONOMY	ECONOMICS	40	646
ASTRONOMY	EDUCATION	60	393
