field	covariate
ANTHROPOLOGY	4.048464047140609
ARCHAEOLOGY	4.318767849096801
ART HISTORY	4.105054707525504
ASTRONOMY	4.896169147070449
BIOCHEMISTRY	2.6696225889608924
CHEMISTRY	3.5091740920659387
CLASSICS	3.3194729057574803
COMMUNIC	4.660316854807485
COMP LIT	4.370129280142153
COMP SCI	2.3126148468952197
EARTH SCI	4.894044358208983
ECONOMICS	2.9868474956530866
EDUCATION	3.9132641602769107
ENGINEERING	3.223363633669642
ENGLISH LIT	4.0198484043836205
EVOLUTION BIO	2.5385337432079953
HISTORY	4.9999267059726495
LINGUISTICS	3.7204575042124883
MATH	3.78202258564393
MID EAST STUD	4.054122688759437
MOLEC BIO	3.865526771832487
MUS TH & COM	3.0847483688058595
NEUROSCI	4.315646194816857
PHILOSOPHY	4.863198205875005
PHYSICS	2.9929425527781524
POLITICAL SCI	2.3649543948726537
PSYCHOLOGY	3.805323624669139
SOCIOLOLOGY	4.023302750504914
SPANISH LIT	3.328204722431881
STATISTICS	2.3835521240880198
