field	covariate
ANTHROPOLOGY	2.6703316230417053
ARCHAEOLOGY	3.7485267256378156
ART HISTORY	2.866008466734591
ASTRONOMY	4.146583937636329
BIOCHEMISTRY	3.4946063504400864
CHEMISTRY	3.453347669713767
CLASSICS	3.2215513597984793
COMMUNIC	4.254252403454261
COMP LIT	2.7409553106443405
COMP SCI	3.9719681701155802
EARTH SCI	2.0321633925118543
ECONOMICS	2.4160686598300014
EDUCATION	3.38544182171627
ENGINEERING	3.6576637747993166
ENGLISH LIT	3.8293899415443313
EVOLUTION BIO	3.721295437473703
HISTORY	3.172921208028872
LINGUISTICS	4.640558259349918
MATH	2.860706878248065
MID EAST STUD	2.3086421192748494
MOLEC BIO	2.782135054369032
MUS TH & COM	3.22223853131835
NEUROSCI	3.5497989864722688
PHILOSOPHY	4.430207244237906
PHYSICS	4.120973184900851
POLITICAL SCI	2.090625980564476
PSYCHOLOGY	3.048956596291449
SOCIOLOLOGY	4.409090939579929
SPANISH LIT	4.230267509451948
STATISTICS	3.141619883040891
