from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	0	6
ANTHROPOLOGY	ARCHAEOLOGY	162	235
ANTHROPOLOGY	ART HISTORY	23	219
ANTHROPOLOGY	ASTRONOMY	0	2
ANTHROPOLOGY	BIOCHEMISTRY	10	156
ANTHROPOLOGY	CHEMISTRY	2	30
ANTHROPOLOGY	CLASSICS	14	21
ANTHROPOLOGY	COMMUNIC	7	52
ANTHROPOLOGY	COMP LIT	8	162
ANTHROPOLOGY	COMP SCI	25	198
ANTHROPOLOGY	EARTH SCI	5	60
ANTHROPOLOGY	ECONOMICS	14	68
ANTHROPOLOGY	EDUCATION	6	39
ANTHROPOLOGY	ENGINEERING	9	38
ANTHROPOLOGY	ENGLISH LIT	30	52
ANTHROPOLOGY	EVOLUTION BIO	39	119
ANTHROPOLOGY	HISTORY	2	108
ANTHROPOLOGY	LINGUISTICS	3	36
ANTHROPOLOGY	MATH	18	48
ANTHROPOLOGY	MID EAST STUD	38	122
ANTHROPOLOGY	MOLEC BIO	14	75
ANTHROPOLOGY	MUS TH & COM	3	14
ANTHROPOLOGY	NEUROSCI	1	15
ANTHROPOLOGY	PHILOSOPHY	16	62
ANTHROPOLOGY	PHYSICS	1	41
ANTHROPOLOGY	POLITICAL SCI	10	52
ANTHROPOLOGY	PSYCHOLOGY	7	57
ANTHROPOLOGY	SOCIOLOLOGY	5	45
ANTHROPOLOGY	SPANISH LIT	10	15
ANTHROPOLOGY	STATISTICS	13	96
ARCHAEOLOGY	ANTHROPOLOGY	25	22
ARCHAEOLOGY	ARCHAEOLOGY	39	136
ARCHAEOLOGY	ART HISTORY	158	24
ARCHAEOLOGY	ASTRONOMY	16	1
ARCHAEOLOGY	BIOCHEMISTRY	129	1017
ARCHAEOLOGY	CHEMISTRY	282	227
ARCHAEOLOGY	CLASSICS	2	2
ARCHAEOLOGY	COMMUNIC	11	41
ARCHAEOLOGY	COMP LIT	24	40
ARCHAEOLOGY	COMP SCI	0	16
ARCHAEOLOGY	EARTH SCI	46	30
ARCHAEOLOGY	ECONOMICS	31	112
ARCHAEOLOGY	EDUCATION	25	140
ARCHAEOLOGY	ENGINEERING	63	24
ARCHAEOLOGY	ENGLISH LIT	23	23
ARCHAEOLOGY	EVOLUTION BIO	108	76
ARCHAEOLOGY	HISTORY	66	128
ARCHAEOLOGY	LINGUISTICS	69	130
ARCHAEOLOGY	MATH	82	163
ARCHAEOLOGY	MID EAST STUD	17	8
ARCHAEOLOGY	MOLEC BIO	1	10
ARCHAEOLOGY	MUS TH & COM	0	4
ARCHAEOLOGY	NEUROSCI	7	6
ARCHAEOLOGY	PHILOSOPHY	15	6
ARCHAEOLOGY	PHYSICS	112	92
ARCHAEOLOGY	POLITICAL SCI	201	214
ARCHAEOLOGY	PSYCHOLOGY	36	28
ARCHAEOLOGY	SOCIOLOLOGY	53	122
ARCHAEOLOGY	SPANISH LIT	4	0
ARCHAEOLOGY	STATISTICS	5	7
ART HISTORY	ANTHROPOLOGY	195	172
ART HISTORY	ARCHAEOLOGY	2	12
ART HISTORY	ART HISTORY	115	989
ART HISTORY	ASTRONOMY	23	161
ART HISTORY	BIOCHEMISTRY	2	65
ART HISTORY	CHEMISTRY	4	25
ART HISTORY	CLASSICS	84	62
ART HISTORY	COMMUNIC	0	1
ART HISTORY	COMP LIT	14	79
ART HISTORY	COMP SCI	10	31
ART HISTORY	EARTH SCI	11	303
ART HISTORY	ECONOMICS	8	37
