field	covariate
ANTHROPOLOGY	3.457761535406205
ARCHAEOLOGY	2.232522537225604
ART HISTORY	4.3002308923409425
ASTRONOMY	3.2933596849347246
BIOCHEMISTRY	4.966819362362058
CHEMISTRY	2.4575609849797964
CLASSICS	4.330926664586494
COMMUNIC	4.7353450216832425
COMP LIT	3.290524445148538
COMP SCI	2.828842131333521
EARTH SCI	2.2621368190141506
ECONOMICS	4.816978131175194
EDUCATION	2.948344280566443
ENGINEERING	4.011200230564997
ENGLISH LIT	3.737212677738847
EVOLUTION BIO	4.703266750001523
HISTORY	3.678167255586771
LINGUISTICS	3.3062542507953196
MATH	3.2482271004326133
MID EAST STUD	2.8396385594685967
MOLEC BIO	3.723232297039969
MUS TH & COM	3.3352448364198484
NEUROSCI	2.20240336351651
PHILOSOPHY	2.62323105682123
PHYSICS	2.873563276382912
POLITICAL SCI	4.994483898662941
PSYCHOLOGY	2.9437318909552634
SOCIOLOLOGY	2.3204662779470997
SPANISH LIT	4.223064510332531
STATISTICS	3.66473761189105
