field	covariate
ANTHROPOLOGY	3.110527668435029
ARCHAEOLOGY	2.5526971465686836
ART HISTORY	3.940374333870416
ASTRONOMY	2.103007962968349
BIOCHEMISTRY	2.9276690245770083
CHEMISTRY	2.2061458257032047
CLASSICS	4.88763976531655
COMMUNIC	3.3593389111508856
COMP LIT	3.321398349420887
COMP SCI	2.446239234545502
EARTH SCI	2.0089200463836754
ECONOMICS	2.0380820306634786
EDUCATION	2.965994882008026
ENGINEERING	3.2901604901237693
ENGLISH LIT	2.849961794577829
EVOLUTION BIO	4.558313600806658
HISTORY	4.751994734487475
LINGUISTICS	3.3650337421096075
MATH	2.8222974518581863
MID EAST STUD	3.8468895335030933
MOLEC BIO	2.6904370891789737
MUS TH & COM	4.790358543936283
NEUROSCI	3.7637341641558546
PHILOSOPHY	2.9765740870052566
PHYSICS	3.965420001318189
POLITICAL SCI	2.294579148022895
PSYCHOLOGY	2.929167584144853
SOCIOLOLOGY	3.4060351333920824
SPANISH LIT	2.0299059077883057
STATISTICS	4.919155849714352
