field	covariate
ANTHROPOLOGY	4.657147541334926
ARCHAEOLOGY	3.2683120728175226
ART HISTORY	4.262479716743242
ASTRONOMY	4.36672704334756
BIOCHEMISTRY	3.4189810236343776
CHEMISTRY	4.22254263958129
CLASSICS	3.885611539981885
COMMUNIC	4.135783247782447
COMP LIT	2.672607594324173
COMP SCI	4.010825533177593
EARTH SCI	2.95970510375308
ECONOMICS	4.055496710921654
EDUCATION	4.9689449934081855
ENGINEERING	4.136260054102493
ENGLISH LIT	2.7297168577876487
EVOLUTION BIO	3.489422280686406
HISTORY	3.0333278990659656
LINGUISTICS	3.8264636663244502
MATH	2.7256461169814
MID EAST STUD	2.1730404240231005
MOLEC BIO	2.610450564101386
MUS TH & COM	3.147600998814359
NEUROSCI	2.072039482338945
PHILOSOPHY	4.016455457472965
PHYSICS	2.875054265719576
POLITICAL SCI	4.153821944223113
PSYCHOLOGY	3.8297553237153252
SOCIOLOLOGY	4.076386215138173
SPANISH LIT	4.452733119947896
STATISTICS	2.1114337855752376
