field	covariate
ANTHROPOLOGY	4.236536787165258
ARCHAEOLOGY	2.8631697970550714
ART HISTORY	4.958882503278106
ASTRONOMY	2.764557630851755
BIOCHEMISTRY	2.3763345104932565
CHEMISTRY	4.684319335564004
CLASSICS	2.0920389111085713
COMMUNIC	3.7347305364280055
COMP LIT	4.62603302003597
COMP SCI	2.10262057596833
EARTH SCI	4.1609515805690585
ECONOMICS	4.9239331169799545
EDUCATION	3.1209719035608092
ENGINEERING	4.0986246953036565
ENGLISH LIT	4.436232460608776
EVOLUTION BIO	4.562029233808067
HISTORY	2.897417219262698
LINGUISTICS	2.7688322575465834
MATH	3.033866989917608
MID EAST STUD	4.332315950794964
MOLEC BIO	4.202311617594476
MUS TH & COM	2.93544021285061
NEUROSCI	2.262911371813198
PHILOSOPHY	3.2346347119962187
PHYSICS	3.244350588566112
POLITICAL SCI	2.9865583030861487
PSYCHOLOGY	2.267123702126654
SOCIOLOLOGY	4.925904911939806
SPANISH LIT	4.302725030654519
STATISTICS	4.140699424321856
