from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	32	173
ANTHROPOLOGY	ARCHAEOLOGY	3	3
ANTHROPOLOGY	ART HISTORY	17	488
ANTHROPOLOGY	ASTRONOMY	4	37
ANTHROPOLOGY	BIOCHEMISTRY	0	1
ANTHROPOLOGY	CHEMISTRY	6	18
ANTHROPOLOGY	CLASSICS	188	48
ANTHROPOLOGY	COMMUNIC	1	57
ANTHROPOLOGY	COMP LIT	1	16
ANTHROPOLOGY	COMP SCI	1	48
ANTHROPOLOGY	EARTH SCI	0	55
ANTHROPOLOGY	ECONOMICS	0	2
ANTHROPOLOGY	EDUCATION	33	481
ANTHROPOLOGY	ENGINEERING	19	119
ANTHROPOLOGY	ENGLISH LIT	42	206
ANTHROPOLOGY	EVOLUTION BIO	5	6
ANTHROPOLOGY	HISTORY	299	549
ANTHROPOLOGY	LINGUISTICS	23	63
ANTHROPOLOGY	MATH	10	564
ANTHROPOLOGY	MID EAST STUD	0	1
ANTHROPOLOGY	MOLEC BIO	15	81
ANTHROPOLOGY	MUS TH & COM	0	4
ANTHROPOLOGY	NEUROSCI	0	1
ANTHROPOLOGY	PHILOSOPHY	8	94
ANTHROPOLOGY	PHYSICS	9	66
ANTHROPOLOGY	POLITICAL SCI	1	137
ANTHROPOLOGY	PSYCHOLOGY	191	425
ANTHROPOLOGY	SOCIOLOLOGY	48	565
ANTHROPOLOGY	SPANISH LIT	1	87
ANTHROPOLOGY	STATISTICS	5	28
ARCHAEOLOGY	ANTHROPOLOGY	8	8
ARCHAEOLOGY	ARCHAEOLOGY	86	45
ARCHAEOLOGY	ART HISTORY	10	33
ARCHAEOLOGY	ASTRONOMY	127	338
ARCHAEOLOGY	BIOCHEMISTRY	23	25
ARCHAEOLOGY	CHEMISTRY	7	29
ARCHAEOLOGY	CLASSICS	59	73
ARCHAEOLOGY	COMMUNIC	24	55
ARCHAEOLOGY	COMP LIT	125	122
ARCHAEOLOGY	COMP SCI	4	17
ARCHAEOLOGY	EARTH SCI	9	19
ARCHAEOLOGY	ECONOMICS	44	94
ARCHAEOLOGY	EDUCATION	7	94
ARCHAEOLOGY	ENGINEERING	307	394
ARCHAEOLOGY	ENGLISH LIT	11	48
ARCHAEOLOGY	EVOLUTION BIO	2	1
ARCHAEOLOGY	HISTORY	24	12
ARCHAEOLOGY	LINGUISTICS	11	0
ARCHAEOLOGY	MATH	6	23
ARCHAEOLOGY	MID EAST STUD	8	16
ARCHAEOLOGY	MOLEC BIO	6	5
ARCHAEOLOGY	MUS TH & COM	13	9
ARCHAEOLOGY	NEUROSCI	7	15
ARCHAEOLOGY	PHILOSOPHY	10	17
ARCHAEOLOGY	PHYSICS	20	150
ARCHAEOLOGY	POLITICAL SCI	30	78
ARCHAEOLOGY	PSYCHOLOGY	61	119
ARCHAEOLOGY	SOCIOLOLOGY	64	76
ARCHAEOLOGY	SPANISH LIT	8	109
ARCHAEOLOGY	STATISTICS	63	39
ART HISTORY	ANTHROPOLOGY	25	82
ART HISTORY	ARCHAEOLOGY	24	93
ART HISTORY	ART HISTORY	1	123
ART HISTORY	ASTRONOMY	5	22
ART HISTORY	BIOCHEMISTRY	9	6
ART HISTORY	CHEMISTRY	19	53
ART HISTORY	CLASSICS	1	8
ART HISTORY	COMMUNIC	29	182
ART HISTORY	COMP LIT	34	34
ART HISTORY	COMP SCI	27	117
ART HISTORY	EARTH SCI	2	8
ART HISTORY	ECONOMICS	38	160
ART HISTORY	EDUCATION	2	142
ART HISTORY	ENGINEERING	55	568
ART HISTORY	ENGLISH LIT	5	2
ART HISTORY	EVOLUTION BIO	0	9
ART HISTORY	HISTORY	23	145
ART HISTORY	LINGUISTICS	19	49
ART HISTORY	MATH	21	54
ART HISTORY	MID EAST STUD	5	49
ART HISTORY	MOLEC BIO	0	2
ART HISTORY	MUS TH & COM	42	97
ART HISTORY	NEUROSCI	26	176
ART HISTORY	PHILOSOPHY	2	77
ART HISTORY	PHYSICS	40	99
ART HISTORY	POLITICAL SCI	65	45
ART HISTORY	PSYCHOLOGY	30	94
ART HISTORY	SOCIOLOLOGY	7	109
ART HISTORY	SPANISH LIT	8	98
ART HISTORY	STATISTICS	46	133
ASTRONOMY	ANTHROPOLOGY	14	80
ASTRONOMY	ARCHAEOLOGY	114	43
ASTRONOMY	ART HISTORY	8	2
ASTRONOMY	ASTRONOMY	53	70
ASTRONOMY	BIOCHEMISTRY	150	672
ASTRONOMY	CHEMISTRY	98	68
ASTRONOMY	CLASSICS	66	85
ASTRONOMY	COMMUNIC	1	1
ASTRONOMY	COMP LIT	24	23
ASTRONOMY	COMP SCI	11	109
ASTRONOMY	EARTH SCI	82	69
ASTRONOMY	ECONOMICS	63	172
ASTRONOMY	EDUCATION	36	90
ASTRONOMY	ENGINEERING	2	14
ASTRONOMY	ENGLISH LIT	6	4
ASTRONOMY	EVOLUTION BIO	53	41
ASTRONOMY	HISTORY	58	87
ASTRONOMY	LINGUISTICS	47	23
ASTRONOMY	MATH	7	17
ASTRONOMY	MID EAST STUD	225	534
ASTRONOMY	MOLEC BIO	139	286
ASTRONOMY	MUS TH & COM	47	16
ASTRONOMY	NEUROSCI	197	419
ASTRONOMY	PHILOSOPHY	8	1
ASTRONOMY	PHYSICS	1	0
ASTRONOMY	POLITICAL SCI	12	11
ASTRONOMY	PSYCHOLOGY	24	14
ASTRONOMY	SOCIOLOLOGY	3	1
ASTRONOMY	SPANISH LIT	33	12
ASTRONOMY	STATISTICS	130	23
BIOCHEMISTRY	ANTHROPOLOGY	49	85
BIOCHEMISTRY	ARCHAEOLOGY	126	70
BIOCHEMISTRY	ART HISTORY	39	84
BIOCHEMISTRY	ASTRONOMY	77	48
BIOCHEMISTRY	BIOCHEMISTRY	172	95
BIOCHEMISTRY	CHEMISTRY	4	10
BIOCHEMISTRY	CLASSICS	80	268
BIOCHEMISTRY	COMMUNIC	23	276
BIOCHEMISTRY	COMP LIT	40	148
BIOCHEMISTRY	COMP SCI	13	88
BIOCHEMISTRY	EARTH SCI	1	41
BIOCHEMISTRY	ECONOMICS	22	74
BIOCHEMISTRY	EDUCATION	121	597
BIOCHEMISTRY	ENGINEERING	50	31
BIOCHEMISTRY	ENGLISH LIT	57	42
BIOCHEMISTRY	EVOLUTION BIO	93	239
BIOCHEMISTRY	HISTORY	9	9
BIOCHEMISTRY	LINGUISTICS	107	374
BIOCHEMISTRY	MATH	23	12
BIOCHEMISTRY	MID EAST STUD	0	3
BIOCHEMISTRY	MOLEC BIO	117	57
BIOCHEMISTRY	MUS TH & COM	23	16
BIOCHEMISTRY	NEUROSCI	13	10
BIOCHEMISTRY	PHILOSOPHY	46	287
BIOCHEMISTRY	PHYSICS	445	631
BIOCHEMISTRY	POLITICAL SCI	2	18
BIOCHEMISTRY	PSYCHOLOGY	17	7
BIOCHEMISTRY	SOCIOLOLOGY	4	7
BIOCHEMISTRY	SPANISH LIT	10	120
BIOCHEMISTRY	STATISTICS	19	16
CHEMISTRY	ANTHROPOLOGY	250	388
CHEMISTRY	ARCHAEOLOGY	419	351
CHEMISTRY	ART HISTORY	15	20
CHEMISTRY	ASTRONOMY	1	1
CHEMISTRY	BIOCHEMISTRY	51	26
CHEMISTRY	CHEMISTRY	9	15
CHEMISTRY	CLASSICS	42	21
CHEMISTRY	COMMUNIC	11	8
CHEMISTRY	COMP LIT	137	52
CHEMISTRY	COMP SCI	3	10
CHEMISTRY	EARTH SCI	11	125
CHEMISTRY	ECONOMICS	98	358
CHEMISTRY	EDUCATION	69	147
CHEMISTRY	ENGINEERING	168	59
CHEMISTRY	ENGLISH LIT	239	86
CHEMISTRY	EVOLUTION BIO	78	23
CHEMISTRY	HISTORY	179	619
CHEMISTRY	LINGUISTICS	82	76
CHEMISTRY	MATH	60	132
CHEMISTRY	MID EAST STUD	1	6
CHEMISTRY	MOLEC BIO	7	4
CHEMISTRY	MUS TH & COM	5	0
CHEMISTRY	NEUROSCI	0	5
CHEMISTRY	PHILOSOPHY	25	13
CHEMISTRY	PHYSICS	204	374
CHEMISTRY	POLITICAL SCI	40	57
CHEMISTRY	PSYCHOLOGY	33	4
CHEMISTRY	SOCIOLOLOGY	5	102
CHEMISTRY	SPANISH LIT	182	277
CHEMISTRY	STATISTICS	42	164
CLASSICS	ANTHROPOLOGY	12	30
CLASSICS	ARCHAEOLOGY	42	273
CLASSICS	ART HISTORY	1	6
CLASSICS	ASTRONOMY	17	470
CLASSICS	BIOCHEMISTRY	6	131
CLASSICS	CHEMISTRY	3	76
CLASSICS	CLASSICS	0	2
CLASSICS	COMMUNIC	9	275
CLASSICS	COMP LIT	11	167
CLASSICS	COMP SCI	1	6
CLASSICS	EARTH SCI	3	427
CLASSICS	ECONOMICS	0	26
CLASSICS	EDUCATION	4	75
CLASSICS	ENGINEERING	0	8
CLASSICS	ENGLISH LIT	19	36
CLASSICS	EVOLUTION BIO	25	55
CLASSICS	HISTORY	0	208
CLASSICS	LINGUISTICS	6	9
CLASSICS	MATH	13	446
CLASSICS	MID EAST STUD	4	123
CLASSICS	MOLEC BIO	15	17
CLASSICS	MUS TH & COM	3	50
CLASSICS	NEUROSCI	3	19
CLASSICS	PHILOSOPHY	6	102
CLASSICS	PHYSICS	22	94
CLASSICS	POLITICAL SCI	3	44
CLASSICS	PSYCHOLOGY	1	45
CLASSICS	SOCIOLOLOGY	8	90
CLASSICS	SPANISH LIT	2	192
CLASSICS	STATISTICS	5	34
COMMUNIC	ANTHROPOLOGY	164	0
COMMUNIC	ARCHAEOLOGY	24	1
COMMUNIC	ART HISTORY	48	2
COMMUNIC	ASTRONOMY	23	2
COMMUNIC	BIOCHEMISTRY	95	7
COMMUNIC	CHEMISTRY	183	9
COMMUNIC	CLASSICS	34	2
COMMUNIC	COMMUNIC	3	1
COMMUNIC	COMP LIT	27	1
COMMUNIC	COMP SCI	30	5
COMMUNIC	EARTH SCI	2	0
COMMUNIC	ECONOMICS	10	1
COMMUNIC	EDUCATION	221	9
COMMUNIC	ENGINEERING	75	2
COMMUNIC	ENGLISH LIT	14	0
COMMUNIC	EVOLUTION BIO	28	5
COMMUNIC	HISTORY	481	24
COMMUNIC	LINGUISTICS	71	1
COMMUNIC	MATH	7	0
COMMUNIC	MID EAST STUD	42	6
COMMUNIC	MOLEC BIO	348	9
COMMUNIC	MUS TH & COM	316	14
COMMUNIC	NEUROSCI	43	30
COMMUNIC	PHILOSOPHY	169	11
COMMUNIC	PHYSICS	255	3
COMMUNIC	POLITICAL SCI	162	12
COMMUNIC	PSYCHOLOGY	0	1
COMMUNIC	SOCIOLOLOGY	32	0
COMMUNIC	SPANISH LIT	47	54
COMMUNIC	STATISTICS	80	1
COMP LIT	ANTHROPOLOGY	65	4
COMP LIT	ARCHAEOLOGY	19	19
COMP LIT	ART HISTORY	146	107
COMP LIT	ASTRONOMY	445	353
COMP LIT	BIOCHEMISTRY	698	641
COMP LIT	CHEMISTRY	332	57
COMP LIT	CLASSICS	55	48
COMP LIT	COMMUNIC	20	85
COMP LIT	COMP LIT	151	8
COMP LIT	COMP SCI	55	3
COMP LIT	EARTH SCI	16	27
COMP LIT	ECONOMICS	20	17
COMP LIT	EDUCATION	87	27
COMP LIT	ENGINEERING	171	24
COMP LIT	ENGLISH LIT	24	5
COMP LIT	EVOLUTION BIO	11	8
COMP LIT	HISTORY	36	6
COMP LIT	LINGUISTICS	24	18
COMP LIT	MATH	33	17
COMP LIT	MID EAST STUD	50	171
COMP LIT	MOLEC BIO	116	22
COMP LIT	MUS TH & COM	0	0
COMP LIT	NEUROSCI	25	33
COMP LIT	PHILOSOPHY	16	93
COMP LIT	PHYSICS	87	22
COMP LIT	POLITICAL SCI	31	23
COMP LIT	PSYCHOLOGY	29	42
COMP LIT	SOCIOLOLOGY	252	633
COMP LIT	SPANISH LIT	34	24
COMP LIT	STATISTICS	3	1
COMP SCI	ANTHROPOLOGY	62	4
COMP SCI	ARCHAEOLOGY	29	11
COMP SCI	ART HISTORY	31	19
COMP SCI	ASTRONOMY	330	79
COMP SCI	BIOCHEMISTRY	14	7
COMP SCI	CHEMISTRY	143	8
COMP SCI	CLASSICS	70	5
COMP SCI	COMMUNIC	54	37
COMP SCI	COMP LIT	71	19
COMP SCI	COMP SCI	306	50
COMP SCI	EARTH SCI	7	11
COMP SCI	ECONOMICS	0	8
COMP SCI	EDUCATION	88	92
COMP SCI	ENGINEERING	26	49
COMP SCI	ENGLISH LIT	2	2
COMP SCI	EVOLUTION BIO	129	36
COMP SCI	HISTORY	16	7
COMP SCI	LINGUISTICS	41	27
COMP SCI	MATH	12	1
COMP SCI	MID EAST STUD	30	20
COMP SCI	MOLEC BIO	554	90
COMP SCI	MUS TH & COM	18	4
COMP SCI	NEUROSCI	2	3
