field	covariate
ANTHROPOLOGY	2.019704439712651
ARCHAEOLOGY	4.7701068294827955
ART HISTORY	3.216447361205845
ASTRONOMY	3.6578257255478195
BIOCHEMISTRY	2.7963504565810604
CHEMISTRY	4.774758475801863
CLASSICS	2.9729992591966132
COMMUNIC	3.8656028573845855
COMP LIT	2.894631156322088
COMP SCI	3.309390475477994
EARTH SCI	3.542536488310337
ECONOMICS	4.391987775448317
EDUCATION	2.7466777938493396
ENGINEERING	3.030470102238131
ENGLISH LIT	4.312889675908572
EVOLUTION BIO	2.6164308772144698
HISTORY	2.161212924984985
LINGUISTICS	3.407478010253232
MATH	4.6796279811394745
MID EAST STUD	3.66973533696439
MOLEC BIO	4.0725638641822
MUS TH & COM	4.120607694449894
NEUROSCI	2.6994083808933462
PHILOSOPHY	2.1403106509212
PHYSICS	3.6459683773077782
POLITICAL SCI	2.8799565932364333
PSYCHOLOGY	3.8318321535333704
SOCIOLOLOGY	2.7458806412008716
SPANISH LIT	3.0345386539266466
STATISTICS	3.7075374895124185
