from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	7	1
ANTHROPOLOGY	ARCHAEOLOGY	25	33
ANTHROPOLOGY	ART HISTORY	6	161
ANTHROPOLOGY	ASTRONOMY	4	26
ANTHROPOLOGY	BIOCHEMISTRY	2	23
ANTHROPOLOGY	CHEMISTRY	24	277
ANTHROPOLOGY	CLASSICS	0	1
ANTHROPOLOGY	COMMUNIC	22	266
ANTHROPOLOGY	COMP LIT	3	41
ANTHROPOLOGY	COMP SCI	13	43
ANTHROPOLOGY	EARTH SCI	2	48
ANTHROPOLOGY	ECONOMICS	0	2
ANTHROPOLOGY	EDUCATION	1	1
ANTHROPOLOGY	ENGINEERING	54	89
ANTHROPOLOGY	ENGLISH LIT	0	9
ANTHROPOLOGY	EVOLUTION BIO	2	1
ANTHROPOLOGY	HISTORY	113	144
ANTHROPOLOGY	LINGUISTICS	10	48
ANTHROPOLOGY	MATH	64	199
ANTHROPOLOGY	MID EAST STUD	71	707
ANTHROPOLOGY	MOLEC BIO	72	34
ANTHROPOLOGY	MUS TH & COM	2	29
ANTHROPOLOGY	NEUROSCI	39	155
ANTHROPOLOGY	PHILOSOPHY	4	31
ANTHROPOLOGY	PHYSICS	18	81
ANTHROPOLOGY	POLITICAL SCI	3	8
ANTHROPOLOGY	PSYCHOLOGY	39	186
ANTHROPOLOGY	SOCIOLOLOGY	2	3
ANTHROPOLOGY	SPANISH LIT	8	299
ANTHROPOLOGY	STATISTICS	93	173
ARCHAEOLOGY	ANTHROPOLOGY	35	13
ARCHAEOLOGY	ARCHAEOLOGY	52	9
ARCHAEOLOGY	ART HISTORY	1	3
ARCHAEOLOGY	ASTRONOMY	132	213
ARCHAEOLOGY	BIOCHEMISTRY	84	96
ARCHAEOLOGY	CHEMISTRY	24	12
ARCHAEOLOGY	CLASSICS	1	2
ARCHAEOLOGY	COMMUNIC	230	77
ARCHAEOLOGY	COMP LIT	10	3
ARCHAEOLOGY	COMP SCI	4	0
ARCHAEOLOGY	EARTH SCI	32	64
ARCHAEOLOGY	ECONOMICS	5	12
ARCHAEOLOGY	EDUCATION	7	12
ARCHAEOLOGY	ENGINEERING	22	1
ARCHAEOLOGY	ENGLISH LIT	93	117
ARCHAEOLOGY	EVOLUTION BIO	0	3
ARCHAEOLOGY	HISTORY	109	98
ARCHAEOLOGY	LINGUISTICS	81	150
ARCHAEOLOGY	MATH	135	76
ARCHAEOLOGY	MID EAST STUD	19	12
ARCHAEOLOGY	MOLEC BIO	24	25
ARCHAEOLOGY	MUS TH & COM	2	1
ARCHAEOLOGY	NEUROSCI	2	0
ARCHAEOLOGY	PHILOSOPHY	1	5
ARCHAEOLOGY	PHYSICS	97	114
ARCHAEOLOGY	POLITICAL SCI	313	126
ARCHAEOLOGY	PSYCHOLOGY	9	11
ARCHAEOLOGY	SOCIOLOLOGY	26	53
