from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	17	161
ANTHROPOLOGY	ARCHAEOLOGY	4	57
ANTHROPOLOGY	ART HISTORY	616	787
ANTHROPOLOGY	ASTRONOMY	25	164
ANTHROPOLOGY	BIOCHEMISTRY	3	76
ANTHROPOLOGY	CHEMISTRY	1	4
ANTHROPOLOGY	CLASSICS	6	83
ANTHROPOLOGY	COMMUNIC	1	1
ANTHROPOLOGY	COMP LIT	1	69
ANTHROPOLOGY	COMP SCI	51	165
ANTHROPOLOGY	EARTH SCI	34	225
ANTHROPOLOGY	ECONOMICS	20	150
ANTHROPOLOGY	EDUCATION	24	35
ANTHROPOLOGY	ENGINEERING	14	144
ANTHROPOLOGY	ENGLISH LIT	19	216
ANTHROPOLOGY	EVOLUTION BIO	73	317
ANTHROPOLOGY	HISTORY	8	32
ANTHROPOLOGY	LINGUISTICS	8	46
ANTHROPOLOGY	MATH	88	104
ANTHROPOLOGY	MID EAST STUD	7	83
ANTHROPOLOGY	MOLEC BIO	55	252
ANTHROPOLOGY	MUS TH & COM	1	0
ANTHROPOLOGY	NEUROSCI	90	163
ANTHROPOLOGY	PHILOSOPHY	4	16
ANTHROPOLOGY	PHYSICS	11	64
ANTHROPOLOGY	POLITICAL SCI	13	33
ANTHROPOLOGY	PSYCHOLOGY	5	21
ANTHROPOLOGY	SOCIOLOLOGY	47	619
ANTHROPOLOGY	SPANISH LIT	13	526
ANTHROPOLOGY	STATISTICS	9	54
ARCHAEOLOGY	ANTHROPOLOGY	125	507
ARCHAEOLOGY	ARCHAEOLOGY	60	364
ARCHAEOLOGY	ART HISTORY	11	14
ARCHAEOLOGY	ASTRONOMY	1	5
ARCHAEOLOGY	BIOCHEMISTRY	39	182
ARCHAEOLOGY	CHEMISTRY	34	168
ARCHAEOLOGY	CLASSICS	24	142
ARCHAEOLOGY	COMMUNIC	219	213
ARCHAEOLOGY	COMP LIT	25	247
ARCHAEOLOGY	COMP SCI	27	48
ARCHAEOLOGY	EARTH SCI	4	12
ARCHAEOLOGY	ECONOMICS	6	12
ARCHAEOLOGY	EDUCATION	16	30
ARCHAEOLOGY	ENGINEERING	20	25
ARCHAEOLOGY	ENGLISH LIT	1	30
ARCHAEOLOGY	EVOLUTION BIO	15	5
ARCHAEOLOGY	HISTORY	396	134
ARCHAEOLOGY	LINGUISTICS	98	77
ARCHAEOLOGY	MATH	227	343
ARCHAEOLOGY	MID EAST STUD	122	226
ARCHAEOLOGY	MOLEC BIO	121	573
ARCHAEOLOGY	MUS TH & COM	7	5
ARCHAEOLOGY	NEUROSCI	65	52
ARCHAEOLOGY	PHILOSOPHY	40	151
ARCHAEOLOGY	PHYSICS	15	58
ARCHAEOLOGY	POLITICAL SCI	5	9
ARCHAEOLOGY	PSYCHOLOGY	31	28
ARCHAEOLOGY	SOCIOLOLOGY	38	13
ARCHAEOLOGY	SPANISH LIT	27	5
ARCHAEOLOGY	STATISTICS	2	4
