field	covariate
ANTHROPOLOGY	4.045573422986378
ARCHAEOLOGY	4.1826735252786404
ART HISTORY	3.1607191452527896
ASTRONOMY	4.967054022743316
BIOCHEMISTRY	2.6914635505062856
CHEMISTRY	3.303571260411741
CLASSICS	2.4092974016648725
COMMUNIC	4.177669019167975
COMP LIT	4.44444684948972
COMP SCI	3.3434329223359356
EARTH SCI	4.43101081144799
ECONOMICS	4.076670708306883
EDUCATION	4.134488262739923
ENGINEERING	4.992248231939758
ENGLISH LIT	2.079694762460991
EVOLUTION BIO	3.5116020887300037
HISTORY	2.3758733175457754
LINGUISTICS	2.464960869296745
MATH	3.904030443202581
MID EAST STUD	2.7088943025572707
MOLEC BIO	3.294687643405381
MUS TH & COM	3.089623976127626
NEUROSCI	2.10152312623734
PHILOSOPHY	3.709400586370156
PHYSICS	2.814036880407114
POLITICAL SCI	4.283736738466713
PSYCHOLOGY	2.740991848080937
SOCIOLOLOGY	2.928403213577772
SPANISH LIT	3.9776456631053287
STATISTICS	2.1946582100192584
