field	covariate
ANTHROPOLOGY	3.762222365647866
ARCHAEOLOGY	2.719219469844667
ART HISTORY	2.49764997177379
ASTRONOMY	4.310791891221697
BIOCHEMISTRY	3.485134724034853
CHEMISTRY	4.305581432186855
CLASSICS	3.3516476487401747
COMMUNIC	2.013312293332045
COMP LIT	4.625060640288969
COMP SCI	3.0507842778097807
EARTH SCI	2.606641646084008
ECONOMICS	2.6644040089918746
EDUCATION	3.8265839865825915
ENGINEERING	4.368520064190001
ENGLISH LIT	4.151885387541118
EVOLUTION BIO	2.2491553854582262
HISTORY	4.374478675106233
LINGUISTICS	2.60118467963681
MATH	2.2288688392673746
MID EAST STUD	3.563124761628762
MOLEC BIO	3.4673413397527995
MUS TH & COM	2.542701415332627
NEUROSCI	2.5565227896138185
PHILOSOPHY	4.935269123922078
PHYSICS	4.380181010511347
POLITICAL SCI	4.02859092742124
PSYCHOLOGY	4.210491166325934
SOCIOLOLOGY	4.672958347044131
SPANISH LIT	4.228644174052136
STATISTICS	4.532131658161809
