field	covariate
ANTHROPOLOGY	2.320425735476193
ARCHAEOLOGY	3.678639864048912
ART HISTORY	2.872236245006945
ASTRONOMY	4.4995447148593435
BIOCHEMISTRY	3.157403620168719
CHEMISTRY	4.2860818371067495
CLASSICS	2.867141986690349
COMMUNIC	4.4627259666449195
COMP LIT	4.321650410158878
COMP SCI	4.023431896539108
EARTH SCI	3.3245763054239927
ECONOMICS	3.4014872964852687
EDUCATION	2.2341964097612292
ENGINEERING	2.3978079037565183
ENGLISH LIT	3.0899593801208396
EVOLUTION BIO	3.8223829873686865
HISTORY	4.0704529448846385
LINGUISTICS	2.4855804754376774
MATH	4.042593875792193
MID EAST STUD	4.5033204636940605
MOLEC BIO	4.2344974930915535
MUS TH & COM	2.1644059232177817
NEUROSCI	2.965632883235336
PHILOSOPHY	3.2458278873280886
PHYSICS	4.813127391060432
POLITICAL SCI	3.276284218700427
PSYCHOLOGY	3.660575440355427
SOCIOLOLOGY	3.1852545855516743
SPANISH LIT	3.3749045178922863
STATISTICS	3.377312619881029
