field	covariate
ANTHROPOLOGY	4.0896902735792615
ARCHAEOLOGY	3.0136568197712337
ART HISTORY	2.678239277993253
ASTRONOMY	3.30045218028211
BIOCHEMISTRY	4.015492159762306
CHEMISTRY	4.2307736069837185
CLASSICS	3.9995132714084685
COMMUNIC	4.8650525116080825
COMP LIT	2.768447740113801
COMP SCI	2.777897279713098
EARTH SCI	2.335414621753674
ECONOMICS	4.24971926287532
EDUCATION	2.5451891439844885
ENGINEERING	2.8313040096475364
ENGLISH LIT	3.1063028729202573
EVOLUTION BIO	3.8875175667800064
HISTORY	3.6212621698122813
LINGUISTICS	4.205431131559964
MATH	2.2458283364027016
MID EAST STUD	4.821816454279686
MOLEC BIO	2.2364600404423483
MUS TH & COM	4.359266325137332
NEUROSCI	2.39821500353242
PHILOSOPHY	3.16349105035355
PHYSICS	2.219255157105808
POLITICAL SCI	4.2579874852707515
PSYCHOLOGY	2.039983941742592
SOCIOLOLOGY	4.497656582721185
SPANISH LIT	3.0054259178345006
STATISTICS	3.0006446924014933
