field	covariate
ANTHROPOLOGY	2.6936563561622773
ARCHAEOLOGY	3.8583824051247246
ART HISTORY	2.9465725971002055
ASTRONOMY	3.261076331824637
BIOCHEMISTRY	4.4016132059437325
CHEMISTRY	4.047607930802148
CLASSICS	3.763961541609831
COMMUNIC	4.971137660414502
COMP LIT	2.0101000497297976
COMP SCI	2.3136041366135034
EARTH SCI	3.9329219053481648
ECONOMICS	3.2749788679931955
EDUCATION	2.7179195170948036
ENGINEERING	2.3858650380582476
ENGLISH LIT	2.3991097909472714
EVOLUTION BIO	4.094268903558775
HISTORY	4.70169454696657
LINGUISTICS	4.459133650412685
MATH	3.7884604624425795
MID EAST STUD	3.3186107083184413
MOLEC BIO	2.036060644627503
MUS TH & COM	2.91815998554646
NEUROSCI	2.215018214907894
PHILOSOPHY	3.3951024685254545
PHYSICS	2.470846496516663
POLITICAL SCI	3.8153425377864094
PSYCHOLOGY	3.347952340977999
SOCIOLOLOGY	3.4044679999951044
SPANISH LIT	4.167952319084665
STATISTICS	3.5840301670594443
