from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	0	3
ANTHROPOLOGY	ARCHAEOLOGY	3	3
ANTHROPOLOGY	ART HISTORY	7	24
ANTHROPOLOGY	ASTRONOMY	108	311
ANTHROPOLOGY	BIOCHEMISTRY	496	400
ANTHROPOLOGY	CHEMISTRY	25	188
ANTHROPOLOGY	CLASSICS	1	8
ANTHROPOLOGY	COMMUNIC	67	263
ANTHROPOLOGY	COMP LIT	184	619
ANTHROPOLOGY	COMP SCI	24	53
ANTHROPOLOGY	EARTH SCI	10	13
ANTHROPOLOGY	ECONOMICS	6	41
ANTHROPOLOGY	EDUCATION	21	54
ANTHROPOLOGY	ENGINEERING	5	30
ANTHROPOLOGY	ENGLISH LIT	50	29
ANTHROPOLOGY	EVOLUTION BIO	0	32
ANTHROPOLOGY	HISTORY	16	82
ANTHROPOLOGY	LINGUISTICS	6	13
ANTHROPOLOGY	MATH	11	217
ANTHROPOLOGY	MID EAST STUD	2	11
ANTHROPOLOGY	MOLEC BIO	2	3
ANTHROPOLOGY	MUS TH & COM	0	15
ANTHROPOLOGY	NEUROSCI	16	42
ANTHROPOLOGY	PHILOSOPHY	168	530
ANTHROPOLOGY	PHYSICS	13	55
ANTHROPOLOGY	POLITICAL SCI	3	49
ANTHROPOLOGY	PSYCHOLOGY	1	7
ANTHROPOLOGY	SOCIOLOLOGY	0	9
ANTHROPOLOGY	SPANISH LIT	5	45
ANTHROPOLOGY	STATISTICS	82	126
ARCHAEOLOGY	ANTHROPOLOGY	0	4
ARCHAEOLOGY	ARCHAEOLOGY	0	1
ARCHAEOLOGY	ART HISTORY	46	11
ARCHAEOLOGY	ASTRONOMY	96	24
ARCHAEOLOGY	BIOCHEMISTRY	93	22
ARCHAEOLOGY	CHEMISTRY	11	11
ARCHAEOLOGY	CLASSICS	56	43
ARCHAEOLOGY	COMMUNIC	18	34
ARCHAEOLOGY	COMP LIT	25	9
ARCHAEOLOGY	COMP SCI	207	69
ARCHAEOLOGY	EARTH SCI	31	6
ARCHAEOLOGY	ECONOMICS	355	69
