field	covariate
ANTHROPOLOGY	2.193877623694699
ARCHAEOLOGY	2.1229467503581434
ART HISTORY	2.3198626017790347
ASTRONOMY	3.314711184836298
BIOCHEMISTRY	2.277795525900687
CHEMISTRY	4.601445464896834
CLASSICS	2.8523309975224174
COMMUNIC	3.679273200916222
COMP LIT	3.4565378254424335
COMP SCI	2.438212851414435
EARTH SCI	2.247391634998919
ECONOMICS	2.497152015660317
EDUCATION	2.612091259149091
ENGINEERING	3.2249173845964836
ENGLISH LIT	3.4244487002410047
EVOLUTION BIO	4.307255026769483
HISTORY	4.536374332155733
LINGUISTICS	3.718311343810491
MATH	2.2252833829298355
MID EAST STUD	4.798879315370401
MOLEC BIO	2.6789487828231144
MUS TH & COM	3.249675285027351
NEUROSCI	4.709188447079017
PHILOSOPHY	2.4432121408668666
PHYSICS	4.0430424525243716
POLITICAL SCI	3.051668738157651
PSYCHOLOGY	3.9589196337083945
SOCIOLOLOGY	2.0537501125490283
SPANISH LIT	4.159157042891838
STATISTICS	3.4994027558645673
