from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	6	73
ANTHROPOLOGY	ARCHAEOLOGY	83	147
ANTHROPOLOGY	ART HISTORY	7	19
ANTHROPOLOGY	ASTRONOMY	8	17
ANTHROPOLOGY	BIOCHEMISTRY	195	521
ANTHROPOLOGY	CHEMISTRY	0	6
ANTHROPOLOGY	CLASSICS	10	48
ANTHROPOLOGY	COMMUNIC	47	84
ANTHROPOLOGY	COMP LIT	8	107
ANTHROPOLOGY	COMP SCI	94	55
ANTHROPOLOGY	EARTH SCI	11	16
ANTHROPOLOGY	ECONOMICS	24	109
ANTHROPOLOGY	EDUCATION	1	8
ANTHROPOLOGY	ENGINEERING	7	24
ANTHROPOLOGY	ENGLISH LIT	23	287
ANTHROPOLOGY	EVOLUTION BIO	38	44
ANTHROPOLOGY	HISTORY	1	6
ANTHROPOLOGY	LINGUISTICS	33	100
ANTHROPOLOGY	MATH	90	164
ANTHROPOLOGY	MID EAST STUD	1	207
ANTHROPOLOGY	MOLEC BIO	0	4
ANTHROPOLOGY	MUS TH & COM	29	68
ANTHROPOLOGY	NEUROSCI	3	43
ANTHROPOLOGY	PHILOSOPHY	83	257
ANTHROPOLOGY	PHYSICS	8	18
ANTHROPOLOGY	POLITICAL SCI	9	432
ANTHROPOLOGY	PSYCHOLOGY	5	27
ANTHROPOLOGY	SOCIOLOLOGY	1	12
ANTHROPOLOGY	SPANISH LIT	3	37
ANTHROPOLOGY	STATISTICS	19	219
ARCHAEOLOGY	ANTHROPOLOGY	51	16
ARCHAEOLOGY	ARCHAEOLOGY	108	95
ARCHAEOLOGY	ART HISTORY	3	2
ARCHAEOLOGY	ASTRONOMY	24	33
ARCHAEOLOGY	BIOCHEMISTRY	27	47
ARCHAEOLOGY	CHEMISTRY	0	4
ARCHAEOLOGY	CLASSICS	8	2
ARCHAEOLOGY	COMMUNIC	105	103
ARCHAEOLOGY	COMP LIT	70	200
ARCHAEOLOGY	COMP SCI	13	6
ARCHAEOLOGY	EARTH SCI	41	44
ARCHAEOLOGY	ECONOMICS	96	89
ARCHAEOLOGY	EDUCATION	21	32
ARCHAEOLOGY	ENGINEERING	22	8
ARCHAEOLOGY	ENGLISH LIT	74	92
ARCHAEOLOGY	EVOLUTION BIO	63	16
ARCHAEOLOGY	HISTORY	62	155
ARCHAEOLOGY	LINGUISTICS	42	100
ARCHAEOLOGY	MATH	150	59
ARCHAEOLOGY	MID EAST STUD	9	62
ARCHAEOLOGY	MOLEC BIO	54	12
ARCHAEOLOGY	MUS TH & COM	231	63
ARCHAEOLOGY	NEUROSCI	47	29
ARCHAEOLOGY	PHILOSOPHY	110	57
ARCHAEOLOGY	PHYSICS	22	44
ARCHAEOLOGY	POLITICAL SCI	35	58
ARCHAEOLOGY	PSYCHOLOGY	564	193
ARCHAEOLOGY	SOCIOLOLOGY	11	13
ARCHAEOLOGY	SPANISH LIT	2	1
ARCHAEOLOGY	STATISTICS	96	47
ART HISTORY	ANTHROPOLOGY	24	118
ART HISTORY	ARCHAEOLOGY	1	28
ART HISTORY	ART HISTORY	33	275
ART HISTORY	ASTRONOMY	11	48
ART HISTORY	BIOCHEMISTRY	4	44
ART HISTORY	CHEMISTRY	13	96
ART HISTORY	CLASSICS	11	26
ART HISTORY	COMMUNIC	50	30
ART HISTORY	COMP LIT	26	123
ART HISTORY	COMP SCI	13	55
ART HISTORY	EARTH SCI	0	0
ART HISTORY	ECONOMICS	33	93
ART HISTORY	EDUCATION	3	154
ART HISTORY	ENGINEERING	17	55
ART HISTORY	ENGLISH LIT	125	1246
ART HISTORY	EVOLUTION BIO	14	73
ART HISTORY	HISTORY	28	135
ART HISTORY	LINGUISTICS	1	2
ART HISTORY	MATH	6	77
ART HISTORY	MID EAST STUD	0	5
ART HISTORY	MOLEC BIO	192	107
ART HISTORY	MUS TH & COM	77	248
ART HISTORY	NEUROSCI	71	268
ART HISTORY	PHILOSOPHY	2	94
ART HISTORY	PHYSICS	12	56
ART HISTORY	POLITICAL SCI	79	159
ART HISTORY	PSYCHOLOGY	172	539
ART HISTORY	SOCIOLOLOGY	2	7
ART HISTORY	SPANISH LIT	61	38
ART HISTORY	STATISTICS	36	29
ASTRONOMY	ANTHROPOLOGY	3	25
ASTRONOMY	ARCHAEOLOGY	22	160
ASTRONOMY	ART HISTORY	41	42
ASTRONOMY	ASTRONOMY	15	191
ASTRONOMY	BIOCHEMISTRY	15	19
ASTRONOMY	CHEMISTRY	3	38
ASTRONOMY	CLASSICS	39	186
ASTRONOMY	COMMUNIC	40	19
ASTRONOMY	COMP LIT	178	408
ASTRONOMY	COMP SCI	42	13
ASTRONOMY	EARTH SCI	26	92
ASTRONOMY	ECONOMICS	71	307
ASTRONOMY	EDUCATION	191	224
ASTRONOMY	ENGINEERING	12	131
ASTRONOMY	ENGLISH LIT	0	9
ASTRONOMY	EVOLUTION BIO	143	263
ASTRONOMY	HISTORY	90	287
ASTRONOMY	LINGUISTICS	11	27
ASTRONOMY	MATH	120	307
ASTRONOMY	MID EAST STUD	1	36
ASTRONOMY	MOLEC BIO	36	205
ASTRONOMY	MUS TH & COM	28	41
ASTRONOMY	NEUROSCI	40	93
ASTRONOMY	PHILOSOPHY	64	8
ASTRONOMY	PHYSICS	2	0
ASTRONOMY	POLITICAL SCI	9	72
ASTRONOMY	PSYCHOLOGY	29	54
