field	covariate
ANTHROPOLOGY	3.9089261441499024
ARCHAEOLOGY	4.304037122125151
ART HISTORY	2.541564963599709
ASTRONOMY	2.1255563177453167
BIOCHEMISTRY	4.2956308941941375
CHEMISTRY	2.814102981140543
CLASSICS	4.890468980818396
COMMUNIC	4.49089867124494
COMP LIT	3.256134200839256
COMP SCI	4.680353504640661
EARTH SCI	2.5262241222760413
ECONOMICS	4.867346795950305
EDUCATION	4.968753261191836
ENGINEERING	3.745220375011682
ENGLISH LIT	3.775210928889047
EVOLUTION BIO	4.051402462167108
HISTORY	2.1384588187867926
LINGUISTICS	2.441559373251877
MATH	3.9895486196435432
MID EAST STUD	3.7848478403976906
MOLEC BIO	3.555211656609381
MUS TH & COM	3.4472308774065805
NEUROSCI	2.768449277545527
PHILOSOPHY	2.8726603937135353
PHYSICS	2.8527566100881003
POLITICAL SCI	4.628234847163716
PSYCHOLOGY	4.495718701408282
SOCIOLOLOGY	3.8120220811892804
SPANISH LIT	3.3954890117543557
STATISTICS	3.416847729224649
