field	covariate
ANTHROPOLOGY	4.59080575411261
ARCHAEOLOGY	2.6641406202804014
ART HISTORY	2.3703893563078644
ASTRONOMY	4.364437604683346
BIOCHEMISTRY	2.5087339016619072
CHEMISTRY	4.766347981920898
CLASSICS	3.887815742578808
COMMUNIC	2.887589754468982
COMP LIT	4.285683246990483
COMP SCI	2.9610263503499317
EARTH SCI	2.468425704811256
ECONOMICS	3.3000036830995327
EDUCATION	2.923682840571079
ENGINEERING	4.782701584244165
ENGLISH LIT	3.807767205802856
EVOLUTION BIO	2.0412690465135803
HISTORY	2.1651473329830733
LINGUISTICS	3.964362204139092
MATH	3.908523738265503
MID EAST STUD	3.4809275009264145
MOLEC BIO	3.7864640759300996
MUS TH & COM	4.089934629268441
NEUROSCI	4.049144836001324
PHILOSOPHY	2.8049332439311403
PHYSICS	4.294764784576804
POLITICAL SCI	2.9298788867015952
PSYCHOLOGY	2.3684060491740886
SOCIOLOLOGY	3.7300883788929626
SPANISH LIT	3.534279380623611
STATISTICS	2.0339625825229546
