field	covariate
ANTHROPOLOGY	3.626236542292948
ARCHAEOLOGY	3.0724401792791554
ART HISTORY	4.152979821358354
ASTRONOMY	2.943292177186252
BIOCHEMISTRY	4.227231889872893
CHEMISTRY	3.5150075974241926
CLASSICS	2.637251923898888
COMMUNIC	2.2121497467150153
COMP LIT	2.3008053633194936
COMP SCI	2.711264061355911
EARTH SCI	2.8611332011406616
ECONOMICS	3.918264445992052
EDUCATION	2.894425824664849
ENGINEERING	2.8110295419827462
ENGLISH LIT	4.5984253979461975
EVOLUTION BIO	3.120853833606092
HISTORY	2.4607766437189555
LINGUISTICS	2.3772656382501145
MATH	2.102156353730391
MID EAST STUD	3.964115971083377
MOLEC BIO	3.6605920533416
MUS TH & COM	4.634673778946846
NEUROSCI	3.83055545749663
PHILOSOPHY	4.197300906714258
PHYSICS	4.9551575894404225
POLITICAL SCI	4.251249982183257
PSYCHOLOGY	3.228562876218482
SOCIOLOLOGY	2.4641034335847714
SPANISH LIT	4.421459054126145
STATISTICS	4.134506557211452
