field	covariate
ANTHROPOLOGY	2.449090305465624
ARCHAEOLOGY	2.148169617632473
ART HISTORY	3.8062369042078337
ASTRONOMY	2.4865087612692642
BIOCHEMISTRY	2.5622240801626766
CHEMISTRY	4.324755584288325
CLASSICS	2.459074642961051
COMMUNIC	4.795832683355476
COMP LIT	2.8403964618290614
COMP SCI	3.346959297198841
EARTH SCI	3.2650455351358163
ECONOMICS	4.346151093399888
EDUCATION	4.546506317148118
ENGINEERING	4.770432485413202
ENGLISH LIT	4.82090428794859
EVOLUTION BIO	2.8195470055229905
HISTORY	4.718026304890133
LINGUISTICS	3.180793012727352
MATH	4.651802328678875
MID EAST STUD	4.997731009536251
MOLEC BIO	2.3396123688060335
MUS TH & COM	3.8964038451280416
NEUROSCI	3.4857311143390075
PHILOSOPHY	4.069397335183431
PHYSICS	3.256328825155063
POLITICAL SCI	2.4585415717694175
PSYCHOLOGY	4.5118492164466595
SOCIOLOLOGY	4.484446471711511
SPANISH LIT	2.941724293641295
STATISTICS	3.3651180666848095
