field	covariate
ANTHROPOLOGY	3.1420211748410716
ARCHAEOLOGY	2.9934093761794793
ART HISTORY	3.3676515887624188
ASTRONOMY	3.4407383514788172
BIOCHEMISTRY	2.984196614943703
CHEMISTRY	2.987594206851215
CLASSICS	4.510753232476946
COMMUNIC	4.176762993179629
COMP LIT	3.441344032083534
COMP SCI	4.084124703217455
EARTH SCI	3.928312446631033
ECONOMICS	2.1712559847034374
EDUCATION	3.2967102287254573
ENGINEERING	4.682545600202352
ENGLISH LIT	3.871428448802085
EVOLUTION BIO	3.978822872964529
HISTORY	2.098718528203711
LINGUISTICS	2.19700778508581
MATH	2.292467108114333
MID EAST STUD	2.360463634137062
MOLEC BIO	3.765507927992233
MUS TH & COM	2.3531947433744342
NEUROSCI	2.368872905889261
PHILOSOPHY	2.0659552851595757
PHYSICS	2.656127114390885
POLITICAL SCI	4.349695690852107
PSYCHOLOGY	3.9412198842690596
SOCIOLOLOGY	3.050820788810431
SPANISH LIT	4.735725799460711
STATISTICS	3.5604780654960058
