field	covariate
ANTHROPOLOGY	2.3632863388808905
ARCHAEOLOGY	3.315202455166608
ART HISTORY	2.6522044915261116
ASTRONOMY	3.4308687201917323
BIOCHEMISTRY	4.725601143582882
CHEMISTRY	4.676222922816638
CLASSICS	3.7997514620197714
COMMUNIC	3.3319539173060866
COMP LIT	3.9729352420072033
COMP SCI	2.84452373812571
EARTH SCI	3.063634823365002
ECONOMICS	2.0323296578787273
EDUCATION	2.89249984708791
ENGINEERING	2.355693000101974
ENGLISH LIT	3.726260809566136
EVOLUTION BIO	4.56263581491064
HISTORY	2.483237017145039
LINGUISTICS	3.6357242592164996
MATH	3.6047383217636533
MID EAST STUD	2.114007025617421
MOLEC BIO	2.8537695925765845
MUS TH & COM	3.0954921521445122
NEUROSCI	4.397441996342927
PHILOSOPHY	4.203570205922837
PHYSICS	4.405942894650966
POLITICAL SCI	2.983565070047565
PSYCHOLOGY	4.2559161772440675
SOCIOLOLOGY	3.951966734495172
SPANISH LIT	3.3953890741036035
STATISTICS	4.3723470630913015
