field	covariate
ANTHROPOLOGY	4.807779475717355
ARCHAEOLOGY	2.8418707678750748
ART HISTORY	2.5431897619009467
ASTRONOMY	4.9672656962980195
BIOCHEMISTRY	4.680057688568079
CHEMISTRY	2.655566637353575
CLASSICS	2.5056384552546653
COMMUNIC	3.8529829855893363
COMP LIT	3.4872507886064246
COMP SCI	4.887067237070287
EARTH SCI	4.956261447641161
ECONOMICS	3.3396827129003555
EDUCATION	4.995109670041183
ENGINEERING	4.3302940264143475
ENGLISH LIT	2.8837998129177915
EVOLUTION BIO	4.085274645726381
HISTORY	2.4279494974327416
LINGUISTICS	4.938518921259895
MATH	2.8362394703769263
MID EAST STUD	3.454126461153841
MOLEC BIO	3.6717342113602736
MUS TH & COM	3.2495244256909377
NEUROSCI	3.334320175727753
PHILOSOPHY	4.282323662484373
PHYSICS	4.186146219482908
POLITICAL SCI	2.4946175995100885
PSYCHOLOGY	2.171750971475933
SOCIOLOLOGY	2.2426995197958624
SPANISH LIT	2.2962853976835373
STATISTICS	4.089886733955316
