from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	0	10
ANTHROPOLOGY	ARCHAEOLOGY	2	3
ANTHROPOLOGY	ART HISTORY	129	358
ANTHROPOLOGY	ASTRONOMY	48	672
ANTHROPOLOGY	BIOCHEMISTRY	16	312
ANTHROPOLOGY	CHEMISTRY	16	84
ANTHROPOLOGY	CLASSICS	31	158
ANTHROPOLOGY	COMMUNIC	19	73
ANTHROPOLOGY	COMP LIT	15	21
ANTHROPOLOGY	COMP SCI	9	84
ANTHROPOLOGY	EARTH SCI	38	354
ANTHROPOLOGY	ECONOMICS	29	42
ANTHROPOLOGY	EDUCATION	5	5
ANTHROPOLOGY	ENGINEERING	6	261
ANTHROPOLOGY	ENGLISH LIT	18	93
ANTHROPOLOGY	EVOLUTION BIO	343	137
ANTHROPOLOGY	HISTORY	10	53
ANTHROPOLOGY	LINGUISTICS	1	38
ANTHROPOLOGY	MATH	135	420
ANTHROPOLOGY	MID EAST STUD	0	7
ANTHROPOLOGY	MOLEC BIO	24	805
ANTHROPOLOGY	MUS TH & COM	21	56
ANTHROPOLOGY	NEUROSCI	13	222
ANTHROPOLOGY	PHILOSOPHY	10	71
ANTHROPOLOGY	PHYSICS	11	115
ANTHROPOLOGY	POLITICAL SCI	11	337
ANTHROPOLOGY	PSYCHOLOGY	18	12
ANTHROPOLOGY	SOCIOLOLOGY	1	6
ANTHROPOLOGY	SPANISH LIT	7	69
ANTHROPOLOGY	STATISTICS	15	253
ARCHAEOLOGY	ANTHROPOLOGY	1	0
ARCHAEOLOGY	ARCHAEOLOGY	7	2
ARCHAEOLOGY	ART HISTORY	95	107
ARCHAEOLOGY	ASTRONOMY	128	190
ARCHAEOLOGY	BIOCHEMISTRY	104	558
ARCHAEOLOGY	CHEMISTRY	172	606
ARCHAEOLOGY	CLASSICS	105	128
ARCHAEOLOGY	COMMUNIC	4	3
ARCHAEOLOGY	COMP LIT	0	4
ARCHAEOLOGY	COMP SCI	3	97
ARCHAEOLOGY	EARTH SCI	38	356
ARCHAEOLOGY	ECONOMICS	17	90
ARCHAEOLOGY	EDUCATION	1	0
ARCHAEOLOGY	ENGINEERING	78	230
ARCHAEOLOGY	ENGLISH LIT	24	48
ARCHAEOLOGY	EVOLUTION BIO	93	108
ARCHAEOLOGY	HISTORY	22	52
ARCHAEOLOGY	LINGUISTICS	17	51
ARCHAEOLOGY	MATH	19	142
ARCHAEOLOGY	MID EAST STUD	51	130
ARCHAEOLOGY	MOLEC BIO	0	2
ARCHAEOLOGY	MUS TH & COM	0	1
ARCHAEOLOGY	NEUROSCI	17	27
ARCHAEOLOGY	PHILOSOPHY	35	41
ARCHAEOLOGY	PHYSICS	6	9
ARCHAEOLOGY	POLITICAL SCI	24	364
ARCHAEOLOGY	PSYCHOLOGY	38	111
ARCHAEOLOGY	SOCIOLOLOGY	14	19
ARCHAEOLOGY	SPANISH LIT	7	8
ARCHAEOLOGY	STATISTICS	7	32
ART HISTORY	ANTHROPOLOGY	35	49
ART HISTORY	ARCHAEOLOGY	37	218
ART HISTORY	ART HISTORY	44	597
ART HISTORY	ASTRONOMY	1	26
ART HISTORY	BIOCHEMISTRY	11	90
ART HISTORY	CHEMISTRY	9	280
ART HISTORY	CLASSICS	33	89
ART HISTORY	COMMUNIC	11	142
ART HISTORY	COMP LIT	0	68
ART HISTORY	COMP SCI	15	395
ART HISTORY	EARTH SCI	21	106
ART HISTORY	ECONOMICS	2	21
ART HISTORY	EDUCATION	4	17
ART HISTORY	ENGINEERING	10	39
ART HISTORY	ENGLISH LIT	7	49
ART HISTORY	EVOLUTION BIO	0	4
ART HISTORY	HISTORY	19	55
ART HISTORY	LINGUISTICS	162	305
ART HISTORY	MATH	10	302
ART HISTORY	MID EAST STUD	35	86
ART HISTORY	MOLEC BIO	134	244
ART HISTORY	MUS TH & COM	9	14
ART HISTORY	NEUROSCI	417	738
ART HISTORY	PHILOSOPHY	2	4
ART HISTORY	PHYSICS	3	50
ART HISTORY	POLITICAL SCI	180	345
ART HISTORY	PSYCHOLOGY	1	8
ART HISTORY	SOCIOLOLOGY	384	907
ART HISTORY	SPANISH LIT	31	56
ART HISTORY	STATISTICS	31	85
ASTRONOMY	ANTHROPOLOGY	12	17
ASTRONOMY	ARCHAEOLOGY	39	7
ASTRONOMY	ART HISTORY	212	54
ASTRONOMY	ASTRONOMY	47	31
ASTRONOMY	BIOCHEMISTRY	61	112
ASTRONOMY	CHEMISTRY	15	135
ASTRONOMY	CLASSICS	300	160
ASTRONOMY	COMMUNIC	89	51
ASTRONOMY	COMP LIT	201	80
ASTRONOMY	COMP SCI	42	140
ASTRONOMY	EARTH SCI	225	249
ASTRONOMY	ECONOMICS	201	22
ASTRONOMY	EDUCATION	26	44
ASTRONOMY	ENGINEERING	73	11
ASTRONOMY	ENGLISH LIT	6	6
ASTRONOMY	EVOLUTION BIO	214	188
ASTRONOMY	HISTORY	106	89
ASTRONOMY	LINGUISTICS	220	202
ASTRONOMY	MATH	42	162
ASTRONOMY	MID EAST STUD	680	260
ASTRONOMY	MOLEC BIO	484	213
ASTRONOMY	MUS TH & COM	93	4
ASTRONOMY	NEUROSCI	487	101
ASTRONOMY	PHILOSOPHY	27	12
ASTRONOMY	PHYSICS	74	86
ASTRONOMY	POLITICAL SCI	131	130
