field	covariate
ANTHROPOLOGY	2.012667767419501
ARCHAEOLOGY	4.021995538975296
ART HISTORY	2.2113559097604676
ASTRONOMY	4.601161786387728
BIOCHEMISTRY	2.138450777446084
CHEMISTRY	2.0898997533240946
CLASSICS	3.92650250144032
COMMUNIC	4.083019888504579
COMP LIT	2.4993663073890575
COMP SCI	3.3226830255177404
EARTH SCI	3.8908890711584534
ECONOMICS	3.705696070538204
EDUCATION	4.837901610769968
ENGINEERING	4.418962367792771
ENGLISH LIT	4.773840377512494
EVOLUTION BIO	4.899836990645104
HISTORY	4.836701839701557
LINGUISTICS	2.7897876523648417
MATH	4.344857358655759
MID EAST STUD	3.084625078685801
MOLEC BIO	4.506235582910733
MUS TH & COM	3.924631257501786
NEUROSCI	3.939698422278856
PHILOSOPHY	2.4651268887866844
PHYSICS	3.324987323490223
POLITICAL SCI	3.4421168572493857
PSYCHOLOGY	4.317292697539159
SOCIOLOLOGY	4.5736517527374
SPANISH LIT	3.7889013267950453
STATISTICS	2.5877759279787034
