field	covariate
ANTHROPOLOGY	4.887318568313177
ARCHAEOLOGY	3.105227304235616
ART HISTORY	2.5421484855662957
ASTRONOMY	4.8996188004046495
BIOCHEMISTRY	4.423988551680459
CHEMISTRY	3.3174662088312696
CLASSICS	4.393291846926578
COMMUNIC	4.573831255001623
COMP LIT	2.728258835078865
COMP SCI	4.273004701361039
EARTH SCI	3.9291469480102643
ECONOMICS	4.081021244719973
EDUCATION	3.5518499883156007
ENGINEERING	4.643640547966834
ENGLISH LIT	4.702881632279743
EVOLUTION BIO	2.2496259319852534
HISTORY	2.7581183135043625
LINGUISTICS	2.3241991850942494
MATH	3.8355328986994786
MID EAST STUD	4.6462768849068965
MOLEC BIO	3.2175124895928424
MUS TH & COM	2.3633297415153023
NEUROSCI	3.4755715677800096
PHILOSOPHY	2.442010525495309
PHYSICS	4.034001755642826
POLITICAL SCI	4.693198155152915
PSYCHOLOGY	4.260532860291049
SOCIOLOLOGY	2.6949491547860713
SPANISH LIT	3.738010063129745
STATISTICS	4.368392845765186
