from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	14	20
ANTHROPOLOGY	ARCHAEOLOGY	60	126
ANTHROPOLOGY	ART HISTORY	15	192
ANTHROPOLOGY	ASTRONOMY	69	136
ANTHROPOLOGY	BIOCHEMISTRY	9	141
ANTHROPOLOGY	CHEMISTRY	82	477
ANTHROPOLOGY	CLASSICS	23	126
ANTHROPOLOGY	COMMUNIC	2	237
ANTHROPOLOGY	COMP LIT	6	38
ANTHROPOLOGY	COMP SCI	13	27
ANTHROPOLOGY	EARTH SCI	83	237
ANTHROPOLOGY	ECONOMICS	4	16
ANTHROPOLOGY	EDUCATION	29	68
ANTHROPOLOGY	ENGINEERING	103	203
ANTHROPOLOGY	ENGLISH LIT	0	7
ANTHROPOLOGY	EVOLUTION BIO	0	13
ANTHROPOLOGY	HISTORY	1	33
ANTHROPOLOGY	LINGUISTICS	12	75
ANTHROPOLOGY	MATH	9	137
ANTHROPOLOGY	MID EAST STUD	224	420
ANTHROPOLOGY	MOLEC BIO	1	9
ANTHROPOLOGY	MUS TH & COM	2	171
ANTHROPOLOGY	NEUROSCI	7	33
ANTHROPOLOGY	PHILOSOPHY	1	31
ANTHROPOLOGY	PHYSICS	9	84
ANTHROPOLOGY	POLITICAL SCI	107	165
ANTHROPOLOGY	PSYCHOLOGY	19	172
ANTHROPOLOGY	SOCIOLOLOGY	13	40
ANTHROPOLOGY	SPANISH LIT	3	13
ANTHROPOLOGY	STATISTICS	136	36
ARCHAEOLOGY	ANTHROPOLOGY	29	85
ARCHAEOLOGY	ARCHAEOLOGY	17	8
ARCHAEOLOGY	ART HISTORY	0	3
ARCHAEOLOGY	ASTRONOMY	5	47
ARCHAEOLOGY	BIOCHEMISTRY	130	438
ARCHAEOLOGY	CHEMISTRY	1	0
ARCHAEOLOGY	CLASSICS	97	34
ARCHAEOLOGY	COMMUNIC	75	91
ARCHAEOLOGY	COMP LIT	51	217
ARCHAEOLOGY	COMP SCI	56	466
ARCHAEOLOGY	EARTH SCI	16	145
ARCHAEOLOGY	ECONOMICS	122	135
ARCHAEOLOGY	EDUCATION	5	7
ARCHAEOLOGY	ENGINEERING	0	4
ARCHAEOLOGY	ENGLISH LIT	3	13
ARCHAEOLOGY	EVOLUTION BIO	18	292
ARCHAEOLOGY	HISTORY	5	13
ARCHAEOLOGY	LINGUISTICS	29	62
ARCHAEOLOGY	MATH	0	1
ARCHAEOLOGY	MID EAST STUD	37	35
ARCHAEOLOGY	MOLEC BIO	319	140
ARCHAEOLOGY	MUS TH & COM	74	103
ARCHAEOLOGY	NEUROSCI	22	160
ARCHAEOLOGY	PHILOSOPHY	4	21
ARCHAEOLOGY	PHYSICS	1	0
ARCHAEOLOGY	POLITICAL SCI	25	63
ARCHAEOLOGY	PSYCHOLOGY	259	709
ARCHAEOLOGY	SOCIOLOLOGY	53	65
ARCHAEOLOGY	SPANISH LIT	14	86
ARCHAEOLOGY	STATISTICS	75	62
ART HISTORY	ANTHROPOLOGY	111	397
ART HISTORY	ARCHAEOLOGY	13	9
ART HISTORY	ART HISTORY	12	66
ART HISTORY	ASTRONOMY	208	233
ART HISTORY	BIOCHEMISTRY	51	362
ART HISTORY	CHEMISTRY	4	27
ART HISTORY	CLASSICS	4	1
ART HISTORY	COMMUNIC	22	68
ART HISTORY	COMP LIT	10	9
ART HISTORY	COMP SCI	51	569
ART HISTORY	EARTH SCI	120	242
ART HISTORY	ECONOMICS	3	91
ART HISTORY	EDUCATION	197	49
ART HISTORY	ENGINEERING	233	56
ART HISTORY	ENGLISH LIT	100	215
ART HISTORY	EVOLUTION BIO	43	872
ART HISTORY	HISTORY	13	3
ART HISTORY	LINGUISTICS	16	103
ART HISTORY	MATH	149	31
ART HISTORY	MID EAST STUD	94	112
ART HISTORY	MOLEC BIO	38	51
ART HISTORY	MUS TH & COM	19	160
ART HISTORY	NEUROSCI	664	289
ART HISTORY	PHILOSOPHY	22	39
ART HISTORY	PHYSICS	313	9
ART HISTORY	POLITICAL SCI	46	55
ART HISTORY	PSYCHOLOGY	174	68
ART HISTORY	SOCIOLOLOGY	30	117
ART HISTORY	SPANISH LIT	63	84
ART HISTORY	STATISTICS	17	156
ASTRONOMY	ANTHROPOLOGY	32	52
ASTRONOMY	ARCHAEOLOGY	2	1
ASTRONOMY	ART HISTORY	4	57
ASTRONOMY	ASTRONOMY	28	47
ASTRONOMY	BIOCHEMISTRY	28	479
ASTRONOMY	CHEMISTRY	271	143
ASTRONOMY	CLASSICS	131	816
ASTRONOMY	COMMUNIC	20	88
ASTRONOMY	COMP LIT	243	82
ASTRONOMY	COMP SCI	126	375
ASTRONOMY	EARTH SCI	15	78
ASTRONOMY	ECONOMICS	167	738
ASTRONOMY	EDUCATION	6	11
ASTRONOMY	ENGINEERING	652	54
ASTRONOMY	ENGLISH LIT	85	91
ASTRONOMY	EVOLUTION BIO	47	400
ASTRONOMY	HISTORY	12	15
ASTRONOMY	LINGUISTICS	18	173
ASTRONOMY	MATH	473	171
ASTRONOMY	MID EAST STUD	14	10
ASTRONOMY	MOLEC BIO	39	19
ASTRONOMY	MUS TH & COM	183	335
ASTRONOMY	NEUROSCI	256	340
ASTRONOMY	PHILOSOPHY	262	149
ASTRONOMY	PHYSICS	26	53
ASTRONOMY	POLITICAL SCI	16	22
ASTRONOMY	PSYCHOLOGY	20	288
ASTRONOMY	SOCIOLOLOGY	157	292
ASTRONOMY	SPANISH LIT	42	51
ASTRONOMY	STATISTICS	131	77
BIOCHEMISTRY	ANTHROPOLOGY	113	8
BIOCHEMISTRY	ARCHAEOLOGY	119	112
BIOCHEMISTRY	ART HISTORY	29	12
BIOCHEMISTRY	ASTRONOMY	44	14
BIOCHEMISTRY	BIOCHEMISTRY	169	487
BIOCHEMISTRY	CHEMISTRY	529	21
BIOCHEMISTRY	CLASSICS	439	451
BIOCHEMISTRY	COMMUNIC	10	17
BIOCHEMISTRY	COMP LIT	88	169
BIOCHEMISTRY	COMP SCI	3	29
BIOCHEMISTRY	EARTH SCI	1	1
BIOCHEMISTRY	ECONOMICS	354	272
BIOCHEMISTRY	EDUCATION	219	68
BIOCHEMISTRY	ENGINEERING	109	59
BIOCHEMISTRY	ENGLISH LIT	144	29
BIOCHEMISTRY	EVOLUTION BIO	19	300
BIOCHEMISTRY	HISTORY	97	46
BIOCHEMISTRY	LINGUISTICS	183	70
BIOCHEMISTRY	MATH	163	77
BIOCHEMISTRY	MID EAST STUD	189	153
BIOCHEMISTRY	MOLEC BIO	66	30
BIOCHEMISTRY	MUS TH & COM	11	108
BIOCHEMISTRY	NEUROSCI	277	17
BIOCHEMISTRY	PHILOSOPHY	272	134
BIOCHEMISTRY	PHYSICS	125	13
BIOCHEMISTRY	POLITICAL SCI	128	31
BIOCHEMISTRY	PSYCHOLOGY	412	456
BIOCHEMISTRY	SOCIOLOLOGY	158	86
BIOCHEMISTRY	SPANISH LIT	176	109
BIOCHEMISTRY	STATISTICS	396	205
CHEMISTRY	ANTHROPOLOGY	536	232
CHEMISTRY	ARCHAEOLOGY	1	0
CHEMISTRY	ART HISTORY	38	47
CHEMISTRY	ASTRONOMY	83	400
CHEMISTRY	BIOCHEMISTRY	135	104
CHEMISTRY	CHEMISTRY	0	0
CHEMISTRY	CLASSICS	13	29
CHEMISTRY	COMMUNIC	22	88
CHEMISTRY	COMP LIT	2	1
CHEMISTRY	COMP SCI	23	146
CHEMISTRY	EARTH SCI	61	147
CHEMISTRY	ECONOMICS	52	27
CHEMISTRY	EDUCATION	33	73
CHEMISTRY	ENGINEERING	77	34
CHEMISTRY	ENGLISH LIT	184	176
CHEMISTRY	EVOLUTION BIO	13	59
CHEMISTRY	HISTORY	4	0
CHEMISTRY	LINGUISTICS	20	116
CHEMISTRY	MATH	15	14
CHEMISTRY	MID EAST STUD	57	15
CHEMISTRY	MOLEC BIO	37	160
CHEMISTRY	MUS TH & COM	71	69
CHEMISTRY	NEUROSCI	78	129
CHEMISTRY	PHILOSOPHY	43	344
CHEMISTRY	PHYSICS	1	3
CHEMISTRY	POLITICAL SCI	7	1
CHEMISTRY	PSYCHOLOGY	22	95
CHEMISTRY	SOCIOLOLOGY	135	84
CHEMISTRY	SPANISH LIT	114	133
CHEMISTRY	STATISTICS	215	54
CLASSICS	ANTHROPOLOGY	7	141
CLASSICS	ARCHAEOLOGY	1	3
CLASSICS	ART HISTORY	16	1049
CLASSICS	ASTRONOMY	125	252
CLASSICS	BIOCHEMISTRY	11	130
CLASSICS	CHEMISTRY	44	270
CLASSICS	CLASSICS	1	6
CLASSICS	COMMUNIC	64	373
CLASSICS	COMP LIT	33	235
