field	covariate
ANTHROPOLOGY	3.043342127952154
ARCHAEOLOGY	3.1066528678386116
ART HISTORY	3.0952689713811594
ASTRONOMY	2.5669054547045613
BIOCHEMISTRY	4.957351827857291
CHEMISTRY	3.411852204966552
CLASSICS	3.5460722552678687
COMMUNIC	4.712685522421871
COMP LIT	3.0801233925134137
COMP SCI	4.1935809290700234
EARTH SCI	2.178536757022555
ECONOMICS	3.075091083362728
EDUCATION	4.419866655989695
ENGINEERING	3.4775450731353805
ENGLISH LIT	2.061611525958277
EVOLUTION BIO	4.923502014183658
HISTORY	2.143883120926002
LINGUISTICS	3.4062558000191223
MATH	2.7223528157264525
MID EAST STUD	3.7954744264757023
MOLEC BIO	4.935240322830437
MUS TH & COM	3.37877523645827
NEUROSCI	4.7932803195371445
PHILOSOPHY	2.240054299117393
PHYSICS	4.805065097044307
POLITICAL SCI	4.368452014025187
PSYCHOLOGY	3.852885713747467
SOCIOLOLOGY	3.1781177749107794
SPANISH LIT	3.196700444579583
STATISTICS	3.8334542195954935
