field	covariate
ANTHROPOLOGY	3.5220331432440384
ARCHAEOLOGY	3.8226444667561457
ART HISTORY	2.201755155794216
ASTRONOMY	2.0316579567780977
BIOCHEMISTRY	3.4064975446425754
CHEMISTRY	4.366888199825145
CLASSICS	4.291081565290087
COMMUNIC	3.265009441140865
COMP LIT	4.801336995361498
COMP SCI	3.180919005946043
EARTH SCI	4.603078848076583
ECONOMICS	2.6875548641197606
EDUCATION	2.3380635429123733
ENGINEERING	4.839677068956233
ENGLISH LIT	3.3665275793544325
EVOLUTION BIO	4.654793579541677
HISTORY	4.215357966766878
LINGUISTICS	2.621297340230126
MATH	3.880431178134214
MID EAST STUD	3.421569488907505
MOLEC BIO	2.8307024638664275
MUS TH & COM	2.3641239273920216
NEUROSCI	3.0949962285084847
PHILOSOPHY	2.032675147892548
PHYSICS	4.931610857901579
POLITICAL SCI	3.8454828151504525
PSYCHOLOGY	4.564633630509979
SOCIOLOLOGY	4.37815138376191
SPANISH LIT	4.242431589556016
STATISTICS	3.8486173419392804
