field	covariate
ANTHROPOLOGY	3.8367623092761285
ARCHAEOLOGY	4.347124430780429
ART HISTORY	2.586621477208052
ASTRONOMY	4.336836369122596
BIOCHEMISTRY	2.7942207513778827
CHEMISTRY	4.55170061882768
CLASSICS	4.609165471823843
COMMUNIC	4.995031803623144
COMP LIT	4.605499315122008
COMP SCI	3.2432743077946706
EARTH SCI	3.374823577917234
ECONOMICS	4.760062622159548
EDUCATION	3.576532472054379
ENGINEERING	3.436150744695206
ENGLISH LIT	4.991167876649187
EVOLUTION BIO	2.8342870163779894
HISTORY	2.8668845749968
LINGUISTICS	3.504604415977273
MATH	4.23361859022026
MID EAST STUD	3.6180465629003074
MOLEC BIO	2.5075887645900514
MUS TH & COM	3.8289307145336653
NEUROSCI	3.837184781884509
PHILOSOPHY	4.8099846455562325
PHYSICS	2.032596041989237
POLITICAL SCI	2.0900342466238557
PSYCHOLOGY	3.3823781018702803
SOCIOLOLOGY	4.83264985946962
SPANISH LIT	3.8899335417497514
STATISTICS	2.886184127598175
