field	covariate
ANTHROPOLOGY	3.0596775896778174
ARCHAEOLOGY	2.104224114147149
ART HISTORY	2.394498028941994
ASTRONOMY	2.176359359015112
BIOCHEMISTRY	4.628206807871107
CHEMISTRY	3.175275767744202
CLASSICS	4.077697446601874
COMMUNIC	4.845033470880278
COMP LIT	3.6525116709296954
COMP SCI	3.6532528704061704
EARTH SCI	4.443798566092904
ECONOMICS	2.898609998884934
EDUCATION	4.228275454655881
ENGINEERING	2.178254281036665
ENGLISH LIT	2.1355471001897737
EVOLUTION BIO	2.0925311590502784
HISTORY	2.6315026333316887
LINGUISTICS	4.894267519837587
MATH	3.4761272252150586
MID EAST STUD	4.635437834959621
MOLEC BIO	2.708361832845602
MUS TH & COM	3.4370371254798213
NEUROSCI	2.194788695322864
PHILOSOPHY	2.4247945229051204
PHYSICS	4.713390863355208
POLITICAL SCI	4.664351349499397
PSYCHOLOGY	4.910833128143483
SOCIOLOLOGY	4.27833474290218
SPANISH LIT	2.472651159600014
STATISTICS	3.3905194446136013
