from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	7	15
ANTHROPOLOGY	ARCHAEOLOGY	8	282
ANTHROPOLOGY	ART HISTORY	1	7
ANTHROPOLOGY	ASTRONOMY	8	120
ANTHROPOLOGY	BIOCHEMISTRY	10	214
ANTHROPOLOGY	CHEMISTRY	0	1
ANTHROPOLOGY	CLASSICS	18	79
ANTHROPOLOGY	COMMUNIC	11	67
ANTHROPOLOGY	COMP LIT	80	365
ANTHROPOLOGY	COMP SCI	5	20
ANTHROPOLOGY	EARTH SCI	1	4
ANTHROPOLOGY	ECONOMICS	2	1
ANTHROPOLOGY	EDUCATION	6	11
ANTHROPOLOGY	ENGINEERING	0	3
ANTHROPOLOGY	ENGLISH LIT	21	399
ANTHROPOLOGY	EVOLUTION BIO	6	32
ANTHROPOLOGY	HISTORY	18	334
ANTHROPOLOGY	LINGUISTICS	15	54
ANTHROPOLOGY	MATH	5	232
ANTHROPOLOGY	MID EAST STUD	3	61
ANTHROPOLOGY	MOLEC BIO	9	68
ANTHROPOLOGY	MUS TH & COM	20	74
ANTHROPOLOGY	NEUROSCI	18	44
ANTHROPOLOGY	PHILOSOPHY	9	54
ANTHROPOLOGY	PHYSICS	35	247
ANTHROPOLOGY	POLITICAL SCI	2	4
ANTHROPOLOGY	PSYCHOLOGY	12	272
ANTHROPOLOGY	SOCIOLOLOGY	2	268
ANTHROPOLOGY	SPANISH LIT	48	135
ANTHROPOLOGY	STATISTICS	1	1
ARCHAEOLOGY	ANTHROPOLOGY	164	101
ARCHAEOLOGY	ARCHAEOLOGY	0	2
ARCHAEOLOGY	ART HISTORY	243	250
ARCHAEOLOGY	ASTRONOMY	14	48
ARCHAEOLOGY	BIOCHEMISTRY	26	87
ARCHAEOLOGY	CHEMISTRY	11	74
ARCHAEOLOGY	CLASSICS	304	197
ARCHAEOLOGY	COMMUNIC	99	102
ARCHAEOLOGY	COMP LIT	95	58
ARCHAEOLOGY	COMP SCI	236	193
ARCHAEOLOGY	EARTH SCI	48	156
ARCHAEOLOGY	ECONOMICS	262	293
ARCHAEOLOGY	EDUCATION	41	41
ARCHAEOLOGY	ENGINEERING	101	28
ARCHAEOLOGY	ENGLISH LIT	49	91
ARCHAEOLOGY	EVOLUTION BIO	151	125
ARCHAEOLOGY	HISTORY	575	254
ARCHAEOLOGY	LINGUISTICS	50	91
ARCHAEOLOGY	MATH	151	34
ARCHAEOLOGY	MID EAST STUD	231	51
ARCHAEOLOGY	MOLEC BIO	467	200
ARCHAEOLOGY	MUS TH & COM	158	81
ARCHAEOLOGY	NEUROSCI	69	11
ARCHAEOLOGY	PHILOSOPHY	46	802
ARCHAEOLOGY	PHYSICS	116	148
ARCHAEOLOGY	POLITICAL SCI	29	106
ARCHAEOLOGY	PSYCHOLOGY	6	8
ARCHAEOLOGY	SOCIOLOLOGY	516	437
ARCHAEOLOGY	SPANISH LIT	130	88
ARCHAEOLOGY	STATISTICS	200	227
ART HISTORY	ANTHROPOLOGY	0	7
ART HISTORY	ARCHAEOLOGY	32	204
ART HISTORY	ART HISTORY	1	6
ART HISTORY	ASTRONOMY	22	168
ART HISTORY	BIOCHEMISTRY	24	449
ART HISTORY	CHEMISTRY	34	29
ART HISTORY	CLASSICS	2	16
ART HISTORY	COMMUNIC	2	65
ART HISTORY	COMP LIT	1	155
ART HISTORY	COMP SCI	36	49
ART HISTORY	EARTH SCI	3	149
ART HISTORY	ECONOMICS	1	3
ART HISTORY	EDUCATION	0	6
ART HISTORY	ENGINEERING	27	36
ART HISTORY	ENGLISH LIT	53	826
ART HISTORY	EVOLUTION BIO	24	112
ART HISTORY	HISTORY	1	91
ART HISTORY	LINGUISTICS	52	104
ART HISTORY	MATH	11	7
ART HISTORY	MID EAST STUD	9	32
ART HISTORY	MOLEC BIO	13	82
ART HISTORY	MUS TH & COM	6	74
ART HISTORY	NEUROSCI	10	34
ART HISTORY	PHILOSOPHY	0	4
ART HISTORY	PHYSICS	50	900
ART HISTORY	POLITICAL SCI	48	135
ART HISTORY	PSYCHOLOGY	290	666
ART HISTORY	SOCIOLOLOGY	8	51
ART HISTORY	SPANISH LIT	4	102
ART HISTORY	STATISTICS	8	58
ASTRONOMY	ANTHROPOLOGY	172	140
ASTRONOMY	ARCHAEOLOGY	6	4
ASTRONOMY	ART HISTORY	41	64
ASTRONOMY	ASTRONOMY	463	336
ASTRONOMY	BIOCHEMISTRY	202	166
ASTRONOMY	CHEMISTRY	504	351
ASTRONOMY	CLASSICS	155	114
ASTRONOMY	COMMUNIC	176	172
ASTRONOMY	COMP LIT	19	47
ASTRONOMY	COMP SCI	200	29
ASTRONOMY	EARTH SCI	31	148
ASTRONOMY	ECONOMICS	160	134
ASTRONOMY	EDUCATION	76	107
ASTRONOMY	ENGINEERING	59	107
ASTRONOMY	ENGLISH LIT	47	162
ASTRONOMY	EVOLUTION BIO	33	48
ASTRONOMY	HISTORY	9	15
ASTRONOMY	LINGUISTICS	30	135
ASTRONOMY	MATH	110	280
ASTRONOMY	MID EAST STUD	256	276
ASTRONOMY	MOLEC BIO	59	115
ASTRONOMY	MUS TH & COM	36	171
ASTRONOMY	NEUROSCI	23	68
ASTRONOMY	PHILOSOPHY	177	137
ASTRONOMY	PHYSICS	159	145
ASTRONOMY	POLITICAL SCI	42	151
ASTRONOMY	PSYCHOLOGY	61	445
ASTRONOMY	SOCIOLOLOGY	50	46
ASTRONOMY	SPANISH LIT	507	313
ASTRONOMY	STATISTICS	264	371
BIOCHEMISTRY	ANTHROPOLOGY	71	48
BIOCHEMISTRY	ARCHAEOLOGY	41	27
BIOCHEMISTRY	ART HISTORY	0	3
BIOCHEMISTRY	ASTRONOMY	219	86
BIOCHEMISTRY	BIOCHEMISTRY	42	101
BIOCHEMISTRY	CHEMISTRY	20	66
BIOCHEMISTRY	CLASSICS	8	156
BIOCHEMISTRY	COMMUNIC	19	14
BIOCHEMISTRY	COMP LIT	81	405
BIOCHEMISTRY	COMP SCI	109	105
BIOCHEMISTRY	EARTH SCI	309	239
BIOCHEMISTRY	ECONOMICS	26	60
BIOCHEMISTRY	EDUCATION	63	77
BIOCHEMISTRY	ENGINEERING	180	173
BIOCHEMISTRY	ENGLISH LIT	0	3
BIOCHEMISTRY	EVOLUTION BIO	3	1
BIOCHEMISTRY	HISTORY	0	2
BIOCHEMISTRY	LINGUISTICS	27	20
BIOCHEMISTRY	MATH	11	18
BIOCHEMISTRY	MID EAST STUD	42	66
BIOCHEMISTRY	MOLEC BIO	20	112
BIOCHEMISTRY	MUS TH & COM	75	257
BIOCHEMISTRY	NEUROSCI	118	98
BIOCHEMISTRY	PHILOSOPHY	115	408
BIOCHEMISTRY	PHYSICS	256	217
BIOCHEMISTRY	POLITICAL SCI	39	43
BIOCHEMISTRY	PSYCHOLOGY	23	44
BIOCHEMISTRY	SOCIOLOLOGY	35	28
BIOCHEMISTRY	SPANISH LIT	2	3
BIOCHEMISTRY	STATISTICS	4	2
CHEMISTRY	ANTHROPOLOGY	29	5
CHEMISTRY	ARCHAEOLOGY	65	21
CHEMISTRY	ART HISTORY	6	1
CHEMISTRY	ASTRONOMY	34	53
CHEMISTRY	BIOCHEMISTRY	16	1
CHEMISTRY	CHEMISTRY	3	0
CHEMISTRY	CLASSICS	19	1
CHEMISTRY	COMMUNIC	11	8
CHEMISTRY	COMP LIT	205	34
CHEMISTRY	COMP SCI	205	129
CHEMISTRY	EARTH SCI	662	90
CHEMISTRY	ECONOMICS	36	4
CHEMISTRY	EDUCATION	326	138
CHEMISTRY	ENGINEERING	36	12
CHEMISTRY	ENGLISH LIT	137	35
CHEMISTRY	EVOLUTION BIO	437	639
CHEMISTRY	HISTORY	109	60
CHEMISTRY	LINGUISTICS	228	78
CHEMISTRY	MATH	98	116
CHEMISTRY	MID EAST STUD	10	2
CHEMISTRY	MOLEC BIO	184	80
CHEMISTRY	MUS TH & COM	443	51
CHEMISTRY	NEUROSCI	125	67
CHEMISTRY	PHILOSOPHY	122	83
CHEMISTRY	PHYSICS	170	63
CHEMISTRY	POLITICAL SCI	215	36
CHEMISTRY	PSYCHOLOGY	61	176
CHEMISTRY	SOCIOLOLOGY	151	13
CHEMISTRY	SPANISH LIT	51	49
CHEMISTRY	STATISTICS	47	40
CLASSICS	ANTHROPOLOGY	21	30
CLASSICS	ARCHAEOLOGY	15	57
CLASSICS	ART HISTORY	2	14
CLASSICS	ASTRONOMY	60	467
CLASSICS	BIOCHEMISTRY	3	35
CLASSICS	CHEMISTRY	10	38
CLASSICS	CLASSICS	6	89
CLASSICS	COMMUNIC	5	52
CLASSICS	COMP LIT	0	12
CLASSICS	COMP SCI	2	13
CLASSICS	EARTH SCI	46	227
CLASSICS	ECONOMICS	33	32
CLASSICS	EDUCATION	53	139
CLASSICS	ENGINEERING	0	4
CLASSICS	ENGLISH LIT	33	246
CLASSICS	EVOLUTION BIO	0	34
CLASSICS	HISTORY	4	113
CLASSICS	LINGUISTICS	35	74
CLASSICS	MATH	108	470
CLASSICS	MID EAST STUD	3	18
CLASSICS	MOLEC BIO	3	23
CLASSICS	MUS TH & COM	8	79
CLASSICS	NEUROSCI	65	702
CLASSICS	PHILOSOPHY	3	2
CLASSICS	PHYSICS	26	45
CLASSICS	POLITICAL SCI	1	16
CLASSICS	PSYCHOLOGY	32	153
CLASSICS	SOCIOLOLOGY	23	100
CLASSICS	SPANISH LIT	16	125
CLASSICS	STATISTICS	17	105
COMMUNIC	ANTHROPOLOGY	508	13
COMMUNIC	ARCHAEOLOGY	395	42
COMMUNIC	ART HISTORY	122	5
COMMUNIC	ASTRONOMY	415	119
COMMUNIC	BIOCHEMISTRY	53	3
COMMUNIC	CHEMISTRY	114	0
COMMUNIC	CLASSICS	60	8
COMMUNIC	COMMUNIC	230	41
COMMUNIC	COMP LIT	123	8
COMMUNIC	COMP SCI	249	38
COMMUNIC	EARTH SCI	771	10
COMMUNIC	ECONOMICS	5	2
COMMUNIC	EDUCATION	101	4
COMMUNIC	ENGINEERING	130	53
COMMUNIC	ENGLISH LIT	112	12
