field	covariate
ANTHROPOLOGY	4.796864617863299
ARCHAEOLOGY	4.112749319381246
ART HISTORY	2.843790394848723
ASTRONOMY	3.8520326477633464
BIOCHEMISTRY	4.019467244429703
CHEMISTRY	4.692476167918649
CLASSICS	3.3514934476680933
COMMUNIC	2.49313186422018
COMP LIT	3.5819266698048273
COMP SCI	2.328694233004397
EARTH SCI	3.091788601686959
ECONOMICS	2.0169175943031843
EDUCATION	2.1423378275527334
ENGINEERING	3.3470811614757174
ENGLISH LIT	4.413497653120984
EVOLUTION BIO	4.056284995061384
HISTORY	2.795044926284491
LINGUISTICS	3.174999406243053
MATH	2.1104602205728407
MID EAST STUD	4.256776877340517
MOLEC BIO	2.3075747382626157
MUS TH & COM	4.176811462505336
NEUROSCI	4.943362703471639
PHILOSOPHY	2.2389348538033698
PHYSICS	4.19828840540585
POLITICAL SCI	3.0076168099818776
PSYCHOLOGY	3.6931481820546423
SOCIOLOLOGY	4.05410490961675
SPANISH LIT	4.02044950450545
STATISTICS	4.559374971967496
