field	covariate
ANTHROPOLOGY	4.46379667797142
ARCHAEOLOGY	4.228972584015021
ART HISTORY	3.017852298612835
ASTRONOMY	4.512667435809801
BIOCHEMISTRY	2.5564643694725038
CHEMISTRY	4.763568593350595
CLASSICS	4.943044642857508
COMMUNIC	3.2592825563740964
COMP LIT	2.0832979853494287
COMP SCI	2.0386133989682103
EARTH SCI	3.734981745939468
ECONOMICS	4.027024264205712
EDUCATION	3.4507887255636938
ENGINEERING	4.3345824803933946
ENGLISH LIT	4.582179146508744
EVOLUTION BIO	2.1505995841472476
HISTORY	2.624797497968558
LINGUISTICS	2.5758130588009553
MATH	2.944601349335046
MID EAST STUD	4.254579270250599
MOLEC BIO	3.9608211230683725
MUS TH & COM	4.975224582539429
NEUROSCI	4.022901009069425
PHILOSOPHY	4.707299793433774
PHYSICS	2.0268128651235573
POLITICAL SCI	4.662109092625937
PSYCHOLOGY	4.354815012869794
SOCIOLOLOGY	4.475196504320119
SPANISH LIT	2.9447586277360904
STATISTICS	4.9868549370216355
