field	covariate
ANTHROPOLOGY	2.567691671053153
ARCHAEOLOGY	4.97151738858318
ART HISTORY	4.738628315993142
ASTRONOMY	2.3954843153731207
BIOCHEMISTRY	3.3148834063410977
CHEMISTRY	4.029426480173183
CLASSICS	3.1129106105500917
COMMUNIC	2.0963590839342987
COMP LIT	3.6589563266740495
COMP SCI	3.6406367475316044
EARTH SCI	3.1824934508491873
ECONOMICS	2.006018090201958
EDUCATION	4.777409753103225
ENGINEERING	3.6506208869264465
ENGLISH LIT	4.282799903617011
EVOLUTION BIO	4.9140862452036265
HISTORY	2.2562636420274593
LINGUISTICS	4.127021125299406
MATH	2.511068342007288
MID EAST STUD	4.186080568080306
MOLEC BIO	4.851169013219199
MUS TH & COM	4.66801415501742
NEUROSCI	4.583617951641219
PHILOSOPHY	4.59059586800633
PHYSICS	3.6488893372316076
POLITICAL SCI	2.732399303724333
PSYCHOLOGY	4.535694875252528
SOCIOLOLOGY	3.0762522744850322
SPANISH LIT	2.939473206987997
STATISTICS	2.4887162291387614
