field	covariate
ANTHROPOLOGY	2.1285800476556895
ARCHAEOLOGY	2.360419728092439
ART HISTORY	2.8107186165465476
ASTRONOMY	3.778017576881614
BIOCHEMISTRY	3.38163738628206
CHEMISTRY	4.143514482727484
CLASSICS	4.470572771915862
COMMUNIC	3.0957710416415534
COMP LIT	2.5084599192769694
COMP SCI	2.8286221840646455
EARTH SCI	3.4854017544606246
ECONOMICS	4.1212377826147595
EDUCATION	4.615337871811889
ENGINEERING	4.664365726115738
ENGLISH LIT	3.358780420569585
EVOLUTION BIO	3.6898127372573075
HISTORY	4.2346926236341496
LINGUISTICS	2.0602052901988674
MATH	3.9807735632387655
MID EAST STUD	4.71385445001969
MOLEC BIO	3.828580739084527
MUS TH & COM	3.6526683621817178
NEUROSCI	3.8702630679285277
PHILOSOPHY	3.996912410471041
PHYSICS	2.4567550849181146
POLITICAL SCI	3.070767137831155
PSYCHOLOGY	3.5028266124144913
SOCIOLOLOGY	4.119254563044018
SPANISH LIT	2.996221372795823
STATISTICS	2.573785912543465
