field	covariate
ANTHROPOLOGY	3.155226031036232
ARCHAEOLOGY	3.098601351308166
ART HISTORY	3.9779905114102396
ASTRONOMY	4.143268968536231
BIOCHEMISTRY	4.944075146537464
CHEMISTRY	4.601330055715352
CLASSICS	2.88445310804263
COMMUNIC	3.8137311443368187
COMP LIT	2.843108976368309
COMP SCI	4.487692988697342
EARTH SCI	4.005380623200951
ECONOMICS	4.344330867037204
EDUCATION	3.3686846747964427
ENGINEERING	2.548032970372685
ENGLISH LIT	3.291372706478317
EVOLUTION BIO	3.9054263225919366
HISTORY	2.3354034702515856
LINGUISTICS	2.251014734277944
MATH	2.48562765538109
MID EAST STUD	3.1416476840750027
MOLEC BIO	3.52902940771575
MUS TH & COM	3.914773127672422
NEUROSCI	2.4585784809257363
PHILOSOPHY	2.901529065641154
PHYSICS	3.1960055983912983
POLITICAL SCI	4.937522854148349
PSYCHOLOGY	3.051279591089511
SOCIOLOLOGY	3.4863937651967825
SPANISH LIT	4.434075987038794
STATISTICS	4.846050235954386
