field	covariate
ANTHROPOLOGY	2.172488414099331
ARCHAEOLOGY	2.3217130945323294
ART HISTORY	4.321189556755847
ASTRONOMY	4.370861531796822
BIOCHEMISTRY	4.171294549582523
CHEMISTRY	3.0086170442059963
CLASSICS	4.0792817664462975
COMMUNIC	2.3425729984864887
COMP LIT	2.007166390898174
COMP SCI	3.6397778617967838
EARTH SCI	2.6872130821754636
ECONOMICS	3.354351772416278
EDUCATION	4.265213269324369
ENGINEERING	2.829511207742926
ENGLISH LIT	2.8765224906776306
EVOLUTION BIO	2.808689996384887
HISTORY	4.119320146792761
LINGUISTICS	2.734878121267246
MATH	3.6341009502737633
MID EAST STUD	2.7458476460630266
MOLEC BIO	2.2818864302783926
MUS TH & COM	3.0125638559118983
NEUROSCI	4.3789714089935945
PHILOSOPHY	2.8680849190269377
PHYSICS	3.418408689860004
POLITICAL SCI	3.6256838633444937
PSYCHOLOGY	3.38321573923256
SOCIOLOLOGY	3.8468846296366763
SPANISH LIT	4.1182192168528555
STATISTICS	3.13226633310092
