field	covariate
ANTHROPOLOGY	3.807770513895081
ARCHAEOLOGY	4.947160125586594
ART HISTORY	3.13057098325023
ASTRONOMY	3.118398234326418
BIOCHEMISTRY	2.516237447318393
CHEMISTRY	3.2587854771610947
CLASSICS	4.14498649215037
COMMUNIC	4.223657842486183
COMP LIT	3.9655586729170693
COMP SCI	2.424621511149498
EARTH SCI	2.6862958283363385
ECONOMICS	4.0890753282935774
EDUCATION	4.882383739726313
ENGINEERING	2.7517682551556315
ENGLISH LIT	4.91878492184548
EVOLUTION BIO	4.915782999162555
HISTORY	3.1040364797308775
LINGUISTICS	4.445981604845103
MATH	4.973546056368875
MID EAST STUD	4.057892809679913
MOLEC BIO	2.601998876714343
MUS TH & COM	2.601587624822669
NEUROSCI	3.041090418982199
PHILOSOPHY	3.8655333885500958
PHYSICS	2.1454151550860128
POLITICAL SCI	3.560173327026341
PSYCHOLOGY	2.9016815442242567
SOCIOLOLOGY	3.457195955880308
SPANISH LIT	4.068243739026213
STATISTICS	3.829722157426216
