field	covariate
ANTHROPOLOGY	4.450046574936431
ARCHAEOLOGY	4.812594761723943
ART HISTORY	3.558832808004746
ASTRONOMY	3.998557865398289
BIOCHEMISTRY	2.2561308629797487
CHEMISTRY	3.7121434993042723
CLASSICS	2.1580404008892633
COMMUNIC	4.6369780779936125
COMP LIT	2.2385661969161212
COMP SCI	3.733456179288927
EARTH SCI	2.6456217376858167
ECONOMICS	4.2703553598876685
EDUCATION	4.30563703353808
ENGINEERING	4.42579770234265
ENGLISH LIT	3.6366785644155653
EVOLUTION BIO	2.7402314710254267
HISTORY	3.0574910958979875
LINGUISTICS	2.6200580694788713
MATH	2.81142261382483
MID EAST STUD	2.8086822652912344
MOLEC BIO	2.9705914829404607
MUS TH & COM	3.4437762819995283
NEUROSCI	4.51771424870083
PHILOSOPHY	2.5298653485998526
PHYSICS	2.3901989878277545
POLITICAL SCI	4.023045933059985
PSYCHOLOGY	2.908078195019272
SOCIOLOLOGY	4.3659415134426975
SPANISH LIT	4.144552135913261
STATISTICS	2.344191908429726
