field	covariate
ANTHROPOLOGY	2.906548177008159
ARCHAEOLOGY	4.963764491209583
ART HISTORY	4.18974275602809
ASTRONOMY	4.5203856683131365
BIOCHEMISTRY	4.684934248782789
CHEMISTRY	3.9267005485003823
CLASSICS	2.920670506241956
COMMUNIC	4.578017012897049
COMP LIT	2.182987255713985
COMP SCI	2.464388836645146
EARTH SCI	2.4181515052179177
ECONOMICS	2.869724585822918
EDUCATION	2.2824865076405465
ENGINEERING	2.611612864873048
ENGLISH LIT	2.93256022329056
EVOLUTION BIO	4.961662088535784
HISTORY	3.2712022580432927
LINGUISTICS	2.136569756723574
MATH	4.607679401298358
MID EAST STUD	3.9529436500594013
MOLEC BIO	4.944607660256619
MUS TH & COM	2.095529736570997
NEUROSCI	3.1567115882027754
PHILOSOPHY	2.344515905313284
PHYSICS	4.890794952570273
POLITICAL SCI	2.183268551201593
PSYCHOLOGY	2.607741033742733
SOCIOLOLOGY	2.5531634176323976
SPANISH LIT	3.4479244925517496
STATISTICS	4.4033133481979805
