from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	0	60
ANTHROPOLOGY	ARCHAEOLOGY	199	214
ANTHROPOLOGY	ART HISTORY	1	5
ANTHROPOLOGY	ASTRONOMY	4	17
ANTHROPOLOGY	BIOCHEMISTRY	7	45
ANTHROPOLOGY	CHEMISTRY	8	68
ANTHROPOLOGY	CLASSICS	9	7
ANTHROPOLOGY	COMMUNIC	24	76
ANTHROPOLOGY	COMP LIT	33	100
ANTHROPOLOGY	COMP SCI	301	167
ANTHROPOLOGY	EARTH SCI	73	114
ANTHROPOLOGY	ECONOMICS	3	3
ANTHROPOLOGY	EDUCATION	4	1
ANTHROPOLOGY	ENGINEERING	3	89
ANTHROPOLOGY	ENGLISH LIT	14	127
ANTHROPOLOGY	EVOLUTION BIO	105	351
ANTHROPOLOGY	HISTORY	4	22
ANTHROPOLOGY	LINGUISTICS	1	4
ANTHROPOLOGY	MATH	13	35
ANTHROPOLOGY	MID EAST STUD	42	115
ANTHROPOLOGY	MOLEC BIO	157	179
ANTHROPOLOGY	MUS TH & COM	4	36
ANTHROPOLOGY	NEUROSCI	83	137
ANTHROPOLOGY	PHILOSOPHY	0	2
ANTHROPOLOGY	PHYSICS	0	8
ANTHROPOLOGY	POLITICAL SCI	2	16
ANTHROPOLOGY	PSYCHOLOGY	76	175
ANTHROPOLOGY	SOCIOLOLOGY	18	30
ANTHROPOLOGY	SPANISH LIT	3	2
ANTHROPOLOGY	STATISTICS	0	2
ARCHAEOLOGY	ANTHROPOLOGY	51	20
ARCHAEOLOGY	ARCHAEOLOGY	35	21
ARCHAEOLOGY	ART HISTORY	6	1
ARCHAEOLOGY	ASTRONOMY	239	371
ARCHAEOLOGY	BIOCHEMISTRY	1	3
ARCHAEOLOGY	CHEMISTRY	21	7
ARCHAEOLOGY	CLASSICS	785	79
ARCHAEOLOGY	COMMUNIC	18	22
ARCHAEOLOGY	COMP LIT	3	4
ARCHAEOLOGY	COMP SCI	5	8
ARCHAEOLOGY	EARTH SCI	38	36
ARCHAEOLOGY	ECONOMICS	247	312
ARCHAEOLOGY	EDUCATION	245	123
ARCHAEOLOGY	ENGINEERING	415	316
ARCHAEOLOGY	ENGLISH LIT	15	11
ARCHAEOLOGY	EVOLUTION BIO	19	33
ARCHAEOLOGY	HISTORY	154	43
ARCHAEOLOGY	LINGUISTICS	226	281
ARCHAEOLOGY	MATH	162	191
ARCHAEOLOGY	MID EAST STUD	53	57
ARCHAEOLOGY	MOLEC BIO	47	33
ARCHAEOLOGY	MUS TH & COM	11	26
ARCHAEOLOGY	NEUROSCI	7	15
ARCHAEOLOGY	PHILOSOPHY	17	29
ARCHAEOLOGY	PHYSICS	3	6
ARCHAEOLOGY	POLITICAL SCI	35	183
ARCHAEOLOGY	PSYCHOLOGY	160	293
ARCHAEOLOGY	SOCIOLOLOGY	20	27
ARCHAEOLOGY	SPANISH LIT	38	24
ARCHAEOLOGY	STATISTICS	224	177
ART HISTORY	ANTHROPOLOGY	14	121
ART HISTORY	ARCHAEOLOGY	20	21
ART HISTORY	ART HISTORY	60	416
ART HISTORY	ASTRONOMY	3	16
ART HISTORY	BIOCHEMISTRY	2	13
ART HISTORY	CHEMISTRY	0	5
ART HISTORY	CLASSICS	173	271
ART HISTORY	COMMUNIC	0	1
ART HISTORY	COMP LIT	23	43
ART HISTORY	COMP SCI	28	131
ART HISTORY	EARTH SCI	0	2
ART HISTORY	ECONOMICS	5	34
ART HISTORY	EDUCATION	6	47
ART HISTORY	ENGINEERING	59	158
ART HISTORY	ENGLISH LIT	9	66
ART HISTORY	EVOLUTION BIO	18	42
ART HISTORY	HISTORY	5	3
ART HISTORY	LINGUISTICS	11	29
ART HISTORY	MATH	7	5
ART HISTORY	MID EAST STUD	8	22
ART HISTORY	MOLEC BIO	47	525
ART HISTORY	MUS TH & COM	44	173
ART HISTORY	NEUROSCI	4	54
ART HISTORY	PHILOSOPHY	1	28
ART HISTORY	PHYSICS	19	46
ART HISTORY	POLITICAL SCI	31	171
ART HISTORY	PSYCHOLOGY	171	170
ART HISTORY	SOCIOLOLOGY	120	104
ART HISTORY	SPANISH LIT	1	2
ART HISTORY	STATISTICS	26	183
ASTRONOMY	ANTHROPOLOGY	21	99
ASTRONOMY	ARCHAEOLOGY	2	1
ASTRONOMY	ART HISTORY	5	35
ASTRONOMY	ASTRONOMY	50	42
ASTRONOMY	BIOCHEMISTRY	136	52
ASTRONOMY	CHEMISTRY	1	6
ASTRONOMY	CLASSICS	6	4
ASTRONOMY	COMMUNIC	147	499
ASTRONOMY	COMP LIT	13	126
ASTRONOMY	COMP SCI	31	15
ASTRONOMY	EARTH SCI	3	12
ASTRONOMY	ECONOMICS	7	7
ASTRONOMY	EDUCATION	74	20
ASTRONOMY	ENGINEERING	4	10
ASTRONOMY	ENGLISH LIT	1	1
ASTRONOMY	EVOLUTION BIO	9	3
ASTRONOMY	HISTORY	111	268
ASTRONOMY	LINGUISTICS	9	49
ASTRONOMY	MATH	3	19
ASTRONOMY	MID EAST STUD	3	32
ASTRONOMY	MOLEC BIO	9	15
ASTRONOMY	MUS TH & COM	58	182
ASTRONOMY	NEUROSCI	99	35
ASTRONOMY	PHILOSOPHY	113	350
ASTRONOMY	PHYSICS	0	7
ASTRONOMY	POLITICAL SCI	12	117
ASTRONOMY	PSYCHOLOGY	28	17
ASTRONOMY	SOCIOLOLOGY	72	63
ASTRONOMY	SPANISH LIT	1	6
ASTRONOMY	STATISTICS	85	52
BIOCHEMISTRY	ANTHROPOLOGY	44	58
BIOCHEMISTRY	ARCHAEOLOGY	38	65
BIOCHEMISTRY	ART HISTORY	49	109
BIOCHEMISTRY	ASTRONOMY	65	90
BIOCHEMISTRY	BIOCHEMISTRY	52	52
BIOCHEMISTRY	CHEMISTRY	3	10
BIOCHEMISTRY	CLASSICS	14	72
BIOCHEMISTRY	COMMUNIC	40	130
BIOCHEMISTRY	COMP LIT	3	25
BIOCHEMISTRY	COMP SCI	179	86
BIOCHEMISTRY	EARTH SCI	48	95
BIOCHEMISTRY	ECONOMICS	10	131
BIOCHEMISTRY	EDUCATION	96	80
BIOCHEMISTRY	ENGINEERING	408	205
BIOCHEMISTRY	ENGLISH LIT	30	49
BIOCHEMISTRY	EVOLUTION BIO	32	12
BIOCHEMISTRY	HISTORY	20	68
BIOCHEMISTRY	LINGUISTICS	0	7
BIOCHEMISTRY	MATH	20	91
BIOCHEMISTRY	MID EAST STUD	9	13
BIOCHEMISTRY	MOLEC BIO	102	90
BIOCHEMISTRY	MUS TH & COM	11	94
BIOCHEMISTRY	NEUROSCI	37	18
BIOCHEMISTRY	PHILOSOPHY	223	49
BIOCHEMISTRY	PHYSICS	113	155
BIOCHEMISTRY	POLITICAL SCI	0	4
BIOCHEMISTRY	PSYCHOLOGY	11	26
BIOCHEMISTRY	SOCIOLOLOGY	1	11
BIOCHEMISTRY	SPANISH LIT	7	3
BIOCHEMISTRY	STATISTICS	17	20
CHEMISTRY	ANTHROPOLOGY	16	4
CHEMISTRY	ARCHAEOLOGY	34	2
CHEMISTRY	ART HISTORY	103	19
CHEMISTRY	ASTRONOMY	2	0
CHEMISTRY	BIOCHEMISTRY	11	2
CHEMISTRY	CHEMISTRY	194	30
CHEMISTRY	CLASSICS	31	77
CHEMISTRY	COMMUNIC	6	10
CHEMISTRY	COMP LIT	5	6
CHEMISTRY	COMP SCI	15	9
CHEMISTRY	EARTH SCI	3	4
CHEMISTRY	ECONOMICS	128	292
CHEMISTRY	EDUCATION	24	24
CHEMISTRY	ENGINEERING	69	54
CHEMISTRY	ENGLISH LIT	7	15
CHEMISTRY	EVOLUTION BIO	202	30
CHEMISTRY	HISTORY	61	9
CHEMISTRY	LINGUISTICS	4	3
CHEMISTRY	MATH	18	5
CHEMISTRY	MID EAST STUD	22	28
CHEMISTRY	MOLEC BIO	165	87
CHEMISTRY	MUS TH & COM	10	1
CHEMISTRY	NEUROSCI	25	4
CHEMISTRY	PHILOSOPHY	32	3
CHEMISTRY	PHYSICS	8	81
CHEMISTRY	POLITICAL SCI	501	314
CHEMISTRY	PSYCHOLOGY	41	6
CHEMISTRY	SOCIOLOLOGY	77	11
CHEMISTRY	SPANISH LIT	182	21
CHEMISTRY	STATISTICS	13	2
CLASSICS	ANTHROPOLOGY	5	48
CLASSICS	ARCHAEOLOGY	3	30
CLASSICS	ART HISTORY	17	138
CLASSICS	ASTRONOMY	1	1
CLASSICS	BIOCHEMISTRY	18	467
CLASSICS	CHEMISTRY	3	14
CLASSICS	CLASSICS	4	63
CLASSICS	COMMUNIC	1	16
CLASSICS	COMP LIT	2	178
CLASSICS	COMP SCI	1	6
CLASSICS	EARTH SCI	11	235
CLASSICS	ECONOMICS	98	78
CLASSICS	EDUCATION	16	96
CLASSICS	ENGINEERING	7	28
CLASSICS	ENGLISH LIT	2	44
CLASSICS	EVOLUTION BIO	3	33
CLASSICS	HISTORY	17	68
CLASSICS	LINGUISTICS	7	124
CLASSICS	MATH	15	184
CLASSICS	MID EAST STUD	0	19
CLASSICS	MOLEC BIO	0	17
CLASSICS	MUS TH & COM	51	251
CLASSICS	NEUROSCI	11	52
CLASSICS	PHILOSOPHY	2	67
CLASSICS	PHYSICS	15	129
CLASSICS	POLITICAL SCI	16	31
CLASSICS	PSYCHOLOGY	0	48
CLASSICS	SOCIOLOLOGY	4	19
CLASSICS	SPANISH LIT	20	49
CLASSICS	STATISTICS	29	272
COMMUNIC	ANTHROPOLOGY	23	9
COMMUNIC	ARCHAEOLOGY	46	1
COMMUNIC	ART HISTORY	11	2
COMMUNIC	ASTRONOMY	360	75
COMMUNIC	BIOCHEMISTRY	26	1
COMMUNIC	CHEMISTRY	1	0
COMMUNIC	CLASSICS	59	8
COMMUNIC	COMMUNIC	11	3
COMMUNIC	COMP LIT	11	6
COMMUNIC	COMP SCI	5	0
COMMUNIC	EARTH SCI	230	98
COMMUNIC	ECONOMICS	109	26
COMMUNIC	EDUCATION	368	3
COMMUNIC	ENGINEERING	124	3
COMMUNIC	ENGLISH LIT	11	2
COMMUNIC	EVOLUTION BIO	284	14
COMMUNIC	HISTORY	2	0
COMMUNIC	LINGUISTICS	33	6
COMMUNIC	MATH	17	15
COMMUNIC	MID EAST STUD	471	7
COMMUNIC	MOLEC BIO	37	11
COMMUNIC	MUS TH & COM	23	0
COMMUNIC	NEUROSCI	4	1
COMMUNIC	PHILOSOPHY	240	4
COMMUNIC	PHYSICS	174	10
COMMUNIC	POLITICAL SCI	135	8
COMMUNIC	PSYCHOLOGY	42	48
COMMUNIC	SOCIOLOLOGY	85	7
COMMUNIC	SPANISH LIT	7	2
COMMUNIC	STATISTICS	11	0
COMP LIT	ANTHROPOLOGY	18	21
COMP LIT	ARCHAEOLOGY	60	18
COMP LIT	ART HISTORY	160	37
COMP LIT	ASTRONOMY	13	7
COMP LIT	BIOCHEMISTRY	48	75
COMP LIT	CHEMISTRY	1	0
COMP LIT	CLASSICS	22	1
COMP LIT	COMMUNIC	43	13
COMP LIT	COMP LIT	65	4
COMP LIT	COMP SCI	55	53
