field	covariate
ANTHROPOLOGY	4.209774685317859
ARCHAEOLOGY	4.16856070299708
ART HISTORY	4.273423029338652
ASTRONOMY	2.0987092073624494
BIOCHEMISTRY	3.944721233115885
CHEMISTRY	3.1321273688513083
CLASSICS	2.972495903777956
COMMUNIC	2.752101647121049
COMP LIT	4.879831838833943
COMP SCI	4.942899415499687
EARTH SCI	2.5439648080924346
ECONOMICS	3.8772954143150415
EDUCATION	2.225192943318968
ENGINEERING	2.5177820862876183
ENGLISH LIT	2.181075002633029
EVOLUTION BIO	4.518441252115897
HISTORY	4.8450775193351685
LINGUISTICS	4.317637810960905
MATH	3.889361755020089
MID EAST STUD	4.534482308606426
MOLEC BIO	3.3941058463344334
MUS TH & COM	2.9677314668278734
NEUROSCI	3.6744982888400592
PHILOSOPHY	3.7141378815737904
PHYSICS	2.763638395178143
POLITICAL SCI	2.317802808078007
PSYCHOLOGY	3.5693362277989964
SOCIOLOLOGY	2.423563402706839
SPANISH LIT	3.7595374034973004
STATISTICS	4.132497114390206
