field	covariate
ANTHROPOLOGY	2.82244583032033
ARCHAEOLOGY	4.190320432077182
ART HISTORY	2.420909272973467
ASTRONOMY	2.3009463443938873
BIOCHEMISTRY	2.355337334295741
CHEMISTRY	2.6629540970512937
CLASSICS	4.274422965991908
COMMUNIC	3.9192677809552388
COMP LIT	3.3224981860073624
COMP SCI	4.0152942702123475
EARTH SCI	2.714453033238467
ECONOMICS	3.083434299945327
EDUCATION	3.616943125517427
ENGINEERING	3.412838448352843
ENGLISH LIT	2.6908296577103985
EVOLUTION BIO	3.3927812923137375
HISTORY	2.7060807020259414
LINGUISTICS	2.8338347980110967
MATH	4.729953536307788
MID EAST STUD	4.850438207266006
MOLEC BIO	2.8205224252724626
MUS TH & COM	2.166859594950645
NEUROSCI	2.9717022687452896
PHILOSOPHY	2.1206300654955084
PHYSICS	2.484596323419619
POLITICAL SCI	3.652314057378642
PSYCHOLOGY	2.7953076936190273
SOCIOLOLOGY	2.955610509787689
SPANISH LIT	4.886343094113179
STATISTICS	4.987976849819761
