field	covariate
ANTHROPOLOGY	4.551925578592271
ARCHAEOLOGY	2.4901605546485106
ART HISTORY	2.5343662790808192
ASTRONOMY	2.771151561889509
BIOCHEMISTRY	3.4054304206142945
CHEMISTRY	3.9377076276984138
CLASSICS	3.2993772755297144
COMMUNIC	2.198952048963427
COMP LIT	2.1461844873915736
COMP SCI	3.8502816649771265
EARTH SCI	4.17653132715241
ECONOMICS	4.993593212635867
EDUCATION	4.216980968081624
ENGINEERING	3.5946549974755166
ENGLISH LIT	3.762784341178156
EVOLUTION BIO	4.8363504740254655
HISTORY	2.531313954228586
LINGUISTICS	2.486443253089231
MATH	3.3702565599210628
MID EAST STUD	3.351806980123043
MOLEC BIO	3.403637113421218
MUS TH & COM	4.963065004597249
NEUROSCI	3.4187713490391145
PHILOSOPHY	2.038831167831302
PHYSICS	2.0890185443919242
POLITICAL SCI	3.930753775004941
PSYCHOLOGY	2.607830807049308
SOCIOLOLOGY	3.4417112264009306
SPANISH LIT	2.6731563802356746
STATISTICS	4.85671037919867
