field	covariate
ANTHROPOLOGY	2.6480484033329286
ARCHAEOLOGY	2.7197938916497106
ART HISTORY	2.139982442643332
ASTRONOMY	2.596947772229082
BIOCHEMISTRY	2.18321408126518
CHEMISTRY	3.5638922049638553
CLASSICS	2.5301839062348304
COMMUNIC	2.649535674434742
COMP LIT	3.729653501231018
COMP SCI	2.86669576602607
EARTH SCI	2.539870786774079
ECONOMICS	3.5800285170106205
EDUCATION	4.664701702467488
ENGINEERING	4.741154499908543
ENGLISH LIT	4.041360414924705
EVOLUTION BIO	4.700249017495784
HISTORY	2.0647861341657614
LINGUISTICS	4.865796104133011
MATH	3.269266698238039
MID EAST STUD	4.115317741123116
MOLEC BIO	4.035122010527452
MUS TH & COM	4.362787123023095
NEUROSCI	3.521327913851569
PHILOSOPHY	4.004268451564673
PHYSICS	3.1284764345623044
POLITICAL SCI	4.975108585125588
PSYCHOLOGY	4.138638589551478
SOCIOLOLOGY	3.553117036775892
SPANISH LIT	3.175417315969804
STATISTICS	2.8828624692224385
