field	covariate
ANTHROPOLOGY	3.5127127716575934
ARCHAEOLOGY	3.70858036074064
ART HISTORY	3.0788045277931824
ASTRONOMY	2.118610403251546
BIOCHEMISTRY	2.5308923793164277
CHEMISTRY	2.804997780542416
CLASSICS	3.6023835349645887
COMMUNIC	3.7702224247455915
COMP LIT	3.347879735124413
COMP SCI	2.130746614617025
EARTH SCI	3.892596875018808
ECONOMICS	4.205514006122547
EDUCATION	4.51249400030488
ENGINEERING	2.3560780226474725
ENGLISH LIT	2.3613183678277534
EVOLUTION BIO	4.959192804848254
HISTORY	3.5425481196177144
LINGUISTICS	2.5263318624607862
MATH	4.461896935413368
MID EAST STUD	2.109400507264767
MOLEC BIO	2.5639050384557054
MUS TH & COM	3.7607714939974892
NEUROSCI	4.295741879918601
PHILOSOPHY	2.2916823761718317
PHYSICS	2.7170276291825703
POLITICAL SCI	2.1688526538227815
PSYCHOLOGY	2.51573387735212
SOCIOLOLOGY	2.9248654458201635
SPANISH LIT	2.4815943738128086
STATISTICS	2.035023049541986
