field	covariate
ANTHROPOLOGY	3.7106527905153666
ARCHAEOLOGY	4.119842933575484
ART HISTORY	2.48604872309678
ASTRONOMY	3.880070161723415
BIOCHEMISTRY	2.6050921406926277
CHEMISTRY	2.0261440211481268
CLASSICS	3.4368735695986787
COMMUNIC	4.114286830449419
COMP LIT	3.290379372223723
COMP SCI	2.9040002066902546
EARTH SCI	2.266478741023662
ECONOMICS	3.877872175197009
EDUCATION	3.670345715596687
ENGINEERING	3.1470185173327363
ENGLISH LIT	3.8542792301364517
EVOLUTION BIO	4.463407033888089
HISTORY	2.6784374653446568
LINGUISTICS	2.7783989590794462
MATH	3.9131043347717633
MID EAST STUD	3.070077663775524
MOLEC BIO	2.4250048913114757
MUS TH & COM	2.188606021936264
NEUROSCI	3.121125407017122
PHILOSOPHY	3.959156556722444
PHYSICS	3.3214118331873324
POLITICAL SCI	3.484232278909362
PSYCHOLOGY	4.865123156648215
SOCIOLOLOGY	2.8005373121253325
SPANISH LIT	2.041774396308613
STATISTICS	2.651645309238699
